iter	Passed	Remaining
750	8897	346533
751	8909	346505
752	8920	346490
753	8932	346490
754	8945	346496
755	8958	346527
756	8970	346515
757	8981	346472
758	8993	346479
759	9004	346441
760	9016	346418
761	9028	346428
762	9039	346381
763	9050	346345
764	9061	346303
765	9072	346260
766	9085	346282
767	9097	346274
768	9111	346339
769	9122	346295
770	9133	346265
771	9145	346239
772	9156	346207
773	9167	346154
774	9177	346096
775	9189	346063
776	9200	346028
777	9211	345973
778	9222	345943
779	9233	345918
780	9245	345888
781	9256	345852
782	9268	345828
783	9279	345818
784	9291	345779
785	9303	345773
786	9313	345727
787	9325	345688
788	9335	345642
789	9347	345633
790	9359	345602
791	9370	345557
792	9381	345526
793	9392	345501
794	9403	345463
795	9414	345420
796	9425	345367
797	9436	345313
798	9447	345284
799	9458	345241
800	9469	345205
801	9480	345156
802	9491	345115
803	9502	345071
804	9513	345028
805	9524	344971
806	9534	344920
807	9546	344899
808	9557	344862
809	9568	344829
810	9580	344816
811	9592	344802
812	9603	344759
813	9613	344710
814	9625	344699
815	9637	344670
816	9648	344642
817	9659	344586
818	9670	344561
819	9682	344549
820	9693	344519
821	9705	344495
822	9716	344469
823	9727	344437
824	9739	344414
825	9749	344348
826	9760	344310
827	9771	344268
828	9782	344244
829	9794	344227
830	9806	344227
831	9818	344216
832	9829	344159
833	9840	344138
834	9851	344112
835	9863	344087
836	9875	344071
837	9886	344034
838	9897	344003
839	9908	343973
840	9919	343933
841	9930	343896
842	9942	343885
843	9954	343878
844	9965	343855
845	9977	343846
846	9989	343828
847	10000	343784
848	10012	343776
849	10023	343763
850	10035	343737
851	10047	343741
852	10059	343718
853	10070	343681
854	10081	343653
855	10092	343624
856	10104	343628
857	10117	343631
858	10129	343626
859	10141	343642
860	10153	343620
861	10164	343601
862	10175	343552
863	10186	343521
864	10198	343511
865	10210	343492
866	10222	343493
867	10234	343479
868	10246	343472
869	10257	343434
870	10269	343434
871	10280	343409
872	10291	343384
873	10303	343348
874	10313	343302
875	10324	343254
876	10335	343221
877	10347	343206
878	10358	343179
879	10370	343176
880	10381	343132
881	10393	343135
882	10404	343104
883	10416	343087
884	10427	343062
885	10439	343036
886	10450	343013
887	10461	342974
888	10472	342944
889	10484	342914
890	10495	342876
891	10506	342851
892	10517	342825
893	10529	342797
894	10540	342763
895	10551	342736
896	10562	342682
897	10573	342647
898	10584	342627
899	10596	342616
900	10607	342588
901	10618	342557
902	10630	342527
903	10640	342481
904	10652	342463
905	10663	342442
906	10674	342408
907	10686	342387
908	10697	342366
909	10709	342335
910	10720	342300
911	10731	342266
912	10742	342246
913	10753	342200
914	10765	342191
915	10777	342190
916	10789	342184
917	10801	342184
918	10814	342219
919	10826	342209
920	10837	342181
921	10849	342159
922	10860	342146
923	10872	342131
924	10883	342100
925	10895	342097
926	10906	342049
927	10917	342031
928	10929	342024
929	10940	341985
930	10951	341934
931	10962	341912
932	10974	341899
933	10986	341892
934	10998	341881
935	11009	341872
936	11021	341864
937	11033	341847
938	11044	341811
939	11055	341780
940	11066	341746
941	11077	341717
942	11089	341706
943	11100	341679
944	11112	341662
945	11123	341641
946	11135	341622
947	11146	341594
948	11158	341593
949	11170	341593
950	11181	341557
951	11194	341564
952	11205	341552
953	11217	341530
954	11229	341519
955	11240	341482
956	11251	341456
957	11262	341439
958	11274	341435
959	11286	341412
960	11299	341431
961	11310	341415
962	11321	341379
963	11333	341362
964	11345	341363
965	11356	341341
966	11368	341311
967	11379	341279
968	11390	341255
969	11401	341228
970	11413	341207
971	11424	341174
972	11435	341140
973	11446	341126
974	11458	341101
975	11472	341176
976	11486	341206
977	11498	341224
978	11511	341235
979	11522	341213
980	11535	341226
981	11547	341230
982	11559	341209
983	11574	341311
984	11586	341308
985	11599	341314
986	11611	341333
987	11624	341335
988	11635	341323
989	11648	341321
990	11659	341316
991	11673	341341
992	11685	341359
993	11698	341360
994	11713	341462
995	11726	341471
996	11737	341455
997	11750	341464
998	11763	341482
999	11775	341491
1000	11787	341497
1001	11800	341499
1002	11812	341499
1003	11824	341499
1004	11836	341489
1005	11850	341541
1006	11862	341536
1007	11874	341531
1008	11886	341537
1009	11898	341526
1010	11911	341532
1011	11922	341523
1012	11934	341516
1013	11949	341573
1014	11961	341574
1015	11974	341589
1016	11984	341547
1017	11999	341607
1018	12010	341577
1019	12021	341564
1020	12036	341638
1021	12048	341633
1022	12063	341699
1023	12077	341744
1024	12091	341806
1025	12103	341791
1026	12115	341788
1027	12129	341843
1028	12141	341835
1029	12153	341817
1030	12164	341794
1031	12176	341796
1032	12188	341789
1033	12200	341779
1034	12212	341760
1035	12223	341747
1036	12235	341729
1037	12247	341726
1038	12259	341730
1039	12271	341725
1040	12283	341705
1041	12295	341691
1042	12307	341683
1043	12319	341678
1044	12332	341701
1045	12344	341697
1046	12356	341692
1047	12371	341784
1048	12385	341823
1049	12397	341823
1050	12410	341827
1051	12422	341833
1052	12434	341836
1053	12447	341846
1054	12459	341845
1055	12472	341860
1056	12484	341851
1057	12496	341843
1058	12507	341812
1059	12519	341817
1060	12531	341811
1061	12544	341824
1062	12557	341831
1063	12569	341836
1064	12581	341823
1065	12593	341816
1066	12605	341806
1067	12617	341804
1068	12629	341804
1069	12641	341800
1070	12653	341790
1071	12666	341796
1072	12678	341798
1073	12690	341801
1074	12702	341785
1075	12714	341777
1076	12726	341769
1077	12738	341760
1078	12750	341750
1079	12761	341736
1080	12773	341727
1081	12786	341728
1082	12798	341730
1083	12809	341709
1084	12822	341707
1085	12833	341685
1086	12844	341658
1087	12855	341627
1088	12867	341613
1089	12879	341607
1090	12891	341606
1091	12903	341592
1092	12914	341568
1093	12926	341557
1094	12939	341554
1095	12951	341548
1096	12962	341534
1097	12974	341531
1098	12987	341533
1099	13000	341550
1100	13013	341569
1101	13024	341549
1102	13036	341543
1103	13048	341543
1104	13061	341545
1105	13073	341553
1106	13085	341530
1107	13096	341509
1108	13109	341520
1109	13121	341505
1110	13133	341505
1111	13145	341506
1112	13157	341498
1113	13169	341495
1114	13182	341493
1115	13193	341474
1116	13204	341447
1117	13216	341427
1118	13228	341417
1119	13240	341420
1120	13252	341412
1121	13266	341458
1122	13277	341419
1123	13290	341425
1124	13301	341411
1125	13312	341383
1126	13324	341377
1127	13338	341412
1128	13350	341412
1129	13363	341410
1130	13375	341420
1131	13388	341423
1132	13401	341461
1133	13413	341446
1134	13425	341429
1135	13438	341463
1136	13450	341450
1137	13463	341450
1138	13477	341499
1139	13488	341475
1140	13501	341477
1141	13513	341473
1142	13524	341458
1143	13537	341462
1144	13548	341442
1145	13560	341438
1146	13572	341429
1147	13585	341425
1148	13596	341414
1149	13609	341415
1150	13620	341381
1151	13632	341384
1152	13644	341373
1153	13658	341424
1154	13670	341405
1155	13682	341388
1156	13693	341375
1157	13704	341343
1158	13716	341336
1159	13728	341317
1160	13740	341308
1161	13752	341293
1162	13763	341275
1163	13775	341262
1164	13786	341239
1165	13798	341222
1166	13810	341212
1167	13821	341186
1168	13833	341169
1169	13845	341168
1170	13857	341162
1171	13868	341135
1172	13881	341137
1173	13894	341159
1174	13905	341139
1175	13917	341132
1176	13930	341126
1177	13944	341177
1178	13957	341198
1179	13969	341185
1180	13984	341244
1181	13996	341256
1182	14010	341281
1183	14022	341275
1184	14036	341311
1185	14048	341316
1186	14062	341341
1187	14074	341330
1188	14087	341365
1189	14099	341347
1190	14112	341362
1191	14123	341342
1192	14137	341370
1193	14149	341361
1194	14160	341338
1195	14172	341319
1196	14183	341293
1197	14195	341274
1198	14207	341266
1199	14219	341271
1200	14232	341295
1201	14244	341284
1202	14258	341315
1203	14269	341293
1204	14282	341301
1205	14293	341264
1206	14305	341248
1207	14317	341251
1208	14331	341298
1209	14345	341321
1210	14357	341319
1211	14369	341320
1212	14381	341311
1213	14393	341303
1214	14406	341300
1215	14417	341285
1216	14430	341303
1217	14443	341298
1218	14456	341316
1219	14468	341320
1220	14481	341331
1221	14494	341332
1222	14507	341358
1223	14519	341358
1224	14532	341366
1225	14545	341369
1226	14557	341382
1227	14570	341394
1228	14583	341395
1229	14595	341380
1230	14607	341388
1231	14620	341389
1232	14633	341401
1233	14645	341404
1234	14657	341401
1235	14670	341405
1236	14683	341417
1237	14695	341418
1238	14708	341435
1239	14720	341431
1240	14733	341435
1241	14746	341454
1242	14758	341450
1243	14770	341438
1244	14783	341440
1245	14795	341435
1246	14808	341456
1247	14821	341467
1248	14833	341460
1249	14845	341455
1250	14857	341428
1251	14869	341423
1252	14880	341400
1253	14892	341378
1254	14903	341366
1255	14915	341355
1256	14927	341343
1257	14939	341339
1258	14952	341336
1259	14964	341343
1260	14976	341329
1261	14989	341330
1262	15000	341313
1263	15012	341296
1264	15024	341286
1265	15036	341283
1266	15048	341279
1267	15061	341273
1268	15073	341265
1269	15085	341259
1270	15097	341266
1271	15109	341240
1272	15121	341234
1273	15133	341223
1274	15145	341217
1275	15157	341211
1276	15169	341204
1277	15181	341185
1278	15193	341177
1279	15204	341155
1280	15217	341159
1281	15229	341149
1282	15240	341113
1283	15251	341092
1284	15262	341061
1285	15272	341010
1286	15283	340971
1287	15295	340975
1288	15310	341015
1289	15321	341000
1290	15333	340985
1291	15346	341005
1292	15358	340992
1293	15372	341019
1294	15384	341006
1295	15396	340998
1296	15408	340999
1297	15420	340983
1298	15432	340977
1299	15444	340968
1300	15457	340981
1301	15469	340979
1302	15481	340967
1303	15493	340956
1304	15505	340943
1305	15517	340927
1306	15528	340901
1307	15540	340884
1308	15551	340869
1309	15562	340839
1310	15574	340824
1311	15586	340819
1312	15597	340786
1313	15609	340769
1314	15620	340741
1315	15632	340727
1316	15643	340700
1317	15655	340689
1318	15667	340672
1319	15678	340653
1320	15689	340623
1321	15701	340606
1322	15712	340587
1323	15723	340557
1324	15735	340542
1325	15747	340530
1326	15759	340521
1327	15771	340514
1328	15782	340492
1329	15795	340490
1330	15806	340458
1331	15818	340448
1332	15829	340431
1333	15841	340408
1334	15853	340397
1335	15864	340383
1336	15876	340368
1337	15889	340370
1338	15900	340351
1339	15912	340340
1340	15923	340308
1341	15934	340274
1342	15945	340243
1343	15957	340239
1344	15969	340228
1345	15982	340229
1346	15993	340217
1347	16005	340195
1348	16017	340186
1349	16029	340171
1350	16040	340160
1351	16052	340148
1352	16064	340125
1353	16076	340120
1354	16087	340101
1355	16099	340073
1356	16110	340049
1357	16121	340030
1358	16133	340005
1359	16143	339973
1360	16154	339938
1361	16166	339932
1362	16178	339915
1363	16189	339888
1364	16200	339863
1365	16212	339842
1366	16223	339809
1367	16233	339770
1368	16245	339753
1369	16256	339719
1370	16267	339700
1371	16278	339666
1372	16291	339673
1373	16302	339653
1374	16314	339635
1375	16327	339643
1376	16338	339629
1377	16350	339620
1378	16362	339612
1379	16373	339581
1380	16384	339543
1381	16396	339530
1382	16407	339506
1383	16419	339492
1384	16431	339486
1385	16443	339477
1386	16455	339475
1387	16467	339466
1388	16479	339449
1389	16491	339441
1390	16502	339414
1391	16514	339394
1392	16526	339396
1393	16538	339383
1394	16550	339367
1395	16561	339341
1396	16572	339320
1397	16584	339298
1398	16596	339297
1399	16607	339277
1400	16620	339282
1401	16631	339257
1402	16644	339258
1403	16656	339245
1404	16667	339221
1405	16680	339223
1406	16690	339193
1407	16702	339167
1408	16713	339148
1409	16725	339127
1410	16736	339107
1411	16748	339087
1412	16759	339075
1413	16771	339049
1414	16782	339023
1415	16793	339003
1416	16806	339004
1417	16817	338986
1418	16829	338979
1419	16841	338955
1420	16851	338919
1421	16863	338896
1422	16874	338877
1423	16885	338857
1424	16898	338850
1425	16909	338834
1426	16921	338814
1427	16933	338805
1428	16944	338786
1429	16957	338788
1430	16968	338768
1431	16981	338768
1432	16992	338751
1433	17004	338739
1434	17015	338711
1435	17027	338696
1436	17038	338666
1437	17049	338642
1438	17061	338624
1439	17072	338601
1440	17083	338576
1441	17095	338561
1442	17107	338561
1443	17118	338531
1444	17130	338524
1445	17142	338508
1446	17153	338483
1447	17164	338461
1448	17176	338447
1449	17188	338441
1450	17200	338432
1451	17211	338399
1452	17223	338384
1453	17234	338366
1454	17246	338343
1455	17257	338321
1456	17269	338306
1457	17280	338288
1458	17292	338271
1459	17304	338263
1460	17315	338230
1461	17327	338221
1462	17338	338201
1463	17350	338186
1464	17362	338184
1465	17374	338174
1466	17387	338177
1467	17399	338178
1468	17413	338197
1469	17424	338183
1470	17436	338160
1471	17448	338156
1472	17460	338152
1473	17472	338131
1474	17483	338104
1475	17495	338098
1476	17506	338081
1477	17519	338076
1478	17531	338070
1479	17542	338051
1480	17553	338028
1481	17565	338008
1482	17576	337979
1483	17588	337971
1484	17600	337959
1485	17611	337938
1486	17622	337917
1487	17635	337909
1488	17646	337894
1489	17657	337865
1490	17668	337833
1491	17680	337825
1492	17692	337818
1493	17703	337791
1494	17714	337757
1495	17725	337737
1496	17736	337706
1497	17748	337686
1498	17762	337715
1499	17772	337680
1500	17784	337667
1501	17795	337634
1502	17806	337615
1503	17817	337581
1504	17828	337562
1505	17840	337543
1506	17851	337526
1507	17863	337519
1508	17875	337499
1509	17887	337489
1510	17898	337465
1511	17909	337437
1512	17920	337414
1513	17932	337401
1514	17944	337395
1515	17956	337377
1516	17967	337358
1517	17978	337331
1518	17989	337308
1519	18001	337294
1520	18012	337267
1521	18024	337248
1522	18036	337247
1523	18047	337218
1524	18058	337197
1525	18070	337177
1526	18082	337163
1527	18093	337146
1528	18104	337122
1529	18116	337100
1530	18127	337082
1531	18138	337060
1532	18150	337041
1533	18161	337026
1534	18172	336998
1535	18184	336977
1536	18195	336949
1537	18206	336919
1538	18217	336898
1539	18228	336873
1540	18242	336893
1541	18254	336894
1542	18266	336873
1543	18276	336845
1544	18288	336819
1545	18299	336806
1546	18310	336779
1547	18322	336758
1548	18334	336748
1549	18345	336729
1550	18356	336708
1551	18367	336679
1552	18378	336651
1553	18390	336631
1554	18403	336640
1555	18414	336617
1556	18426	336613
1557	18438	336599
1558	18451	336605
1559	18463	336611
1560	18476	336609
1561	18488	336597
1562	18500	336598
1563	18513	336596
1564	18525	336591
1565	18537	336590
1566	18549	336572
1567	18560	336555
1568	18573	336564
1569	18585	336555
1570	18597	336543
1571	18609	336541
1572	18624	336579
1573	18636	336573
1574	18648	336559
1575	18660	336559
1576	18673	336556
1577	18685	336558
1578	18698	336553
1579	18710	336550
1580	18722	336543
1581	18735	336549
1582	18747	336547
1583	18760	336549
1584	18771	336532
1585	18783	336521
1586	18795	336513
1587	18808	336516
1588	18820	336501
1589	18831	336487
1590	18843	336475
1591	18856	336473
1592	18868	336466
1593	18880	336458
1594	18892	336451
1595	18904	336450
1596	18916	336437
1597	18929	336437
1598	18940	336424
1599	18953	336422
1600	18965	336421
1601	18977	336415
1602	18990	336406
1603	19002	336398
1604	19013	336381
1605	19025	336373
1606	19038	336369
1607	19050	336368
1608	19063	336371
1609	19076	336384
1610	19088	336378
1611	19100	336370
1612	19112	336353
1613	19124	336354
1614	19137	336350
1615	19149	336341
1616	19163	336378
1617	19175	336372
1618	19187	336361
1619	19199	336344
1620	19211	336337
1621	19223	336333
1622	19235	336317
1623	19246	336300
1624	19258	336289
1625	19271	336283
1626	19282	336267
1627	19295	336265
1628	19307	336261
1629	19320	336267
1630	19332	336257
1631	19345	336264
1632	19357	336255
1633	19368	336236
1634	19380	336232
1635	19393	336227
1636	19405	336222
1637	19417	336207
1638	19429	336211
1639	19441	336202
1640	19454	336201
1641	19466	336196
1642	19478	336188
1643	19493	336220
1644	19505	336221
1645	19518	336229
1646	19531	336226
1647	19543	336225
1648	19556	336226
1649	19567	336204
1650	19579	336193
1651	19591	336187
1652	19603	336183
1653	19615	336174
1654	19628	336172
1655	19640	336159
1656	19652	336159
1657	19665	336159
1658	19677	336158
1659	19689	336141
1660	19701	336137
1661	19713	336121
1662	19725	336118
1663	19738	336121
1664	19750	336114
1665	19763	336117
1666	19775	336109
1667	19786	336092
1668	19799	336088
1669	19810	336071
1670	19822	336057
1671	19834	336048
1672	19846	336045
