iter	Passed	Remaining
5256	61745	290617
5257	61757	290606
5258	61768	290592
5259	61780	290580
5260	61792	290569
5261	61803	290552
5262	61814	290536
5263	61825	290524
5264	61836	290510
5265	61849	290503
5266	61861	290494
5267	61873	290480
5268	61884	290466
5269	61895	290448
5270	61905	290431
5271	61915	290412
5272	61927	290400
5273	61938	290385
5274	61949	290368
5275	61960	290354
5276	61970	290336
5277	61981	290320
5278	61992	290304
5279	62003	290287
5280	62014	290273
5281	62025	290260
5282	62036	290245
5283	62048	290231
5284	62058	290214
5285	62070	290200
5286	62080	290184
5287	62091	290168
5288	62102	290154
5289	62114	290140
5290	62127	290133
5291	62139	290125
5292	62151	290114
5293	62162	290100
5294	62174	290088
5295	62185	290074
5296	62197	290064
5297	62209	290051
5298	62221	290044
5299	62234	290035
5300	62245	290023
5301	62257	290012
5302	62270	290003
5303	62282	289996
5304	62294	289983
5305	62306	289971
5306	62317	289959
5307	62330	289950
5308	62341	289937
5309	62353	289927
5310	62367	289925
5311	62380	289916
5312	62392	289907
5313	62404	289895
5314	62416	289886
5315	62428	289876
5316	62438	289858
5317	62450	289845
5318	62461	289832
5319	62473	289820
5320	62483	289802
5321	62495	289789
5322	62507	289780
5323	62519	289771
5324	62532	289761
5325	62544	289752
5326	62556	289743
5327	62569	289734
5328	62581	289724
5329	62592	289711
5330	62605	289704
5331	62617	289694
5332	62629	289681
5333	62642	289678
5334	62654	289668
5335	62666	289654
5336	62678	289644
5337	62690	289635
5338	62702	289622
5339	62713	289610
5340	62725	289596
5341	62736	289584
5342	62749	289577
5343	62761	289566
5344	62773	289554
5345	62783	289539
5346	62795	289524
5347	62805	289507
5348	62817	289494
5349	62828	289479
5350	62840	289468
5351	62851	289454
5352	62863	289443
5353	62874	289427
5354	62885	289415
5355	62897	289401
5356	62909	289392
5357	62921	289381
5358	62934	289376
5359	62945	289362
5360	62957	289348
5361	62968	289337
5362	62981	289328
5363	62994	289322
5364	63005	289310
5365	63018	289301
5366	63030	289291
5367	63041	289276
5368	63053	289266
5369	63064	289253
5370	63078	289247
5371	63089	289234
5372	63100	289221
5373	63113	289213
5374	63126	289207
5375	63137	289194
5376	63150	289184
5377	63161	289169
5378	63172	289155
5379	63184	289145
5380	63195	289129
5381	63206	289114
5382	63218	289105
5383	63229	289090
5384	63239	289071
5385	63250	289054
5386	63260	289036
5387	63271	289019
5388	63282	289005
5389	63293	288990
5390	63304	288974
5391	63315	288958
5392	63328	288954
5393	63340	288942
5394	63352	288933
5395	63364	288921
5396	63376	288912
5397	63388	288898
5398	63399	288886
5399	63411	288872
5400	63423	288862
5401	63434	288850
5402	63448	288845
5403	63459	288832
5404	63471	288822
5405	63483	288811
5406	63495	288799
5407	63508	288794
5408	63520	288786
5409	63532	288775
5410	63545	288767
5411	63556	288752
5412	63568	288739
5413	63581	288737
5414	63592	288721
5415	63605	288713
5416	63618	288709
5417	63629	288694
5418	63640	288678
5419	63653	288670
5420	63664	288656
5421	63676	288644
5422	63687	288632
5423	63699	288619
5424	63711	288609
5425	63723	288597
5426	63735	288587
5427	63747	288578
5428	63759	288567
5429	63771	288558
5430	63783	288545
5431	63793	288529
5432	63805	288514
5433	63816	288500
5434	63827	288485
5435	63839	288473
5436	63851	288464
5437	63863	288454
5438	63875	288443
5439	63886	288429
5440	63898	288419
5441	63910	288406
5442	63922	288397
5443	63933	288381
5444	63944	288365
5445	63955	288351
5446	63966	288337
5447	63978	288325
5448	63991	288317
5449	64001	288302
5450	64012	288287
5451	64023	288271
5452	64035	288261
5453	64047	288248
5454	64058	288235
5455	64070	288224
5456	64083	288216
5457	64095	288204
5458	64106	288190
5459	64117	288177
5460	64129	288167
5461	64141	288154
5462	64152	288141
5463	64164	288131
5464	64177	288124
5465	64190	288116
5466	64203	288109
5467	64213	288093
5468	64226	288085
5469	64238	288074
5470	64250	288065
5471	64262	288054
5472	64274	288042
5473	64285	288029
5474	64297	288016
5475	64308	288001
5476	64319	287989
5477	64331	287978
5478	64343	287966
5479	64354	287951
5480	64366	287939
5481	64377	287925
5482	64389	287916
5483	64401	287905
5484	64412	287889
5485	64424	287876
5486	64436	287866
5487	64448	287858
5488	64461	287849
5489	64473	287840
5490	64485	287828
5491	64496	287814
5492	64508	287803
5493	64519	287788
5494	64530	287775
5495	64542	287762
5496	64553	287748
5497	64565	287739
5498	64577	287727
5499	64588	287714
5500	64600	287701
5501	64612	287689
5502	64624	287678
5503	64635	287665
5504	64648	287661
5505	64659	287645
5506	64671	287635
5507	64684	287627
5508	64696	287616
5509	64708	287606
5510	64721	287598
5511	64733	287588
5512	64744	287574
5513	64757	287570
5514	64769	287556
5515	64781	287546
5516	64793	287536
5517	64803	287518
5518	64814	287503
5519	64825	287488
5520	64838	287479
5521	64849	287463
5522	64860	287448
5523	64872	287438
5524	64884	287431
5525	64896	287417
5526	64908	287410
5527	64920	287398
5528	64932	287387
5529	64943	287371
5530	64956	287364
5531	64968	287355
5532	64981	287346
5533	64992	287331
5534	65003	287320
5535	65014	287302
5536	65027	287297
5537	65040	287290
5538	65051	287278
5539	65063	287265
5540	65074	287250
5541	65085	287237
5542	65097	287224
5543	65109	287216
5544	65121	287204
5545	65132	287189
5546	65143	287175
5547	65155	287163
5548	65167	287151
5549	65179	287140
5550	65191	287133
5551	65203	287119
5552	65214	287106
5553	65226	287095
5554	65238	287083
5555	65249	287069
5556	65260	287056
5557	65272	287046
5558	65284	287033
5559	65294	287015
5560	65305	286998
5561	65317	286989
5562	65329	286978
5563	65341	286965
5564	65352	286950
5565	65363	286936
5566	65375	286924
5567	65386	286912
5568	65397	286895
5569	65408	286881
5570	65420	286868
5571	65432	286860
5572	65444	286848
5573	65456	286838
5574	65467	286824
5575	65479	286811
5576	65490	286798
5577	65502	286785
5578	65513	286772
5579	65525	286761
5580	65536	286749
5581	65549	286742
5582	65561	286731
5583	65572	286715
5584	65584	286703
5585	65596	286693
5586	65608	286681
5587	65619	286668
5588	65631	286656
5589	65642	286644
5590	65655	286634
5591	65666	286623
5592	65678	286611
5593	65690	286602
5594	65702	286591
5595	65714	286578
5596	65725	286563
5597	65737	286552
5598	65749	286540
5599	65761	286531
5600	65773	286520
5601	65784	286507
5602	65797	286499
5603	65809	286489
5604	65821	286478
5605	65833	286466
5606	65845	286459
5607	65858	286450
5608	65868	286431
5609	65879	286416
5610	65891	286406
5611	65903	286395
5612	65915	286385
5613	65927	286373
5614	65938	286358
5615	65949	286345
5616	65961	286335
5617	65974	286330
5618	65986	286319
5619	65999	286309
5620	66011	286300
5621	66023	286290
5622	66036	286281
5623	66048	286272
5624	66059	286259
5625	66071	286248
5626	66083	286237
5627	66096	286232
5628	66108	286220
5629	66120	286209
5630	66132	286197
5631	66144	286188
5632	66156	286178
5633	66168	286166
5634	66180	286155
5635	66192	286144
5636	66204	286132
5637	66216	286122
5638	66228	286114
5639	66240	286102
5640	66252	286092
5641	66264	286083
5642	66278	286077
5643	66289	286066
5644	66302	286058
5645	66314	286046
5646	66325	286032
5647	66338	286024
5648	66349	286009
5649	66361	286001
5650	66374	285992
5651	66386	285982
5652	66398	285973
5653	66409	285958
5654	66421	285946
5655	66434	285941
5656	66445	285926
5657	66457	285916
5658	66469	285903
5659	66482	285896
5660	66493	285884
5661	66504	285869
5662	66515	285855
5663	66527	285843
5664	66538	285829
5665	66550	285818
5666	66562	285804
5667	66573	285790
5668	66585	285780
5669	66598	285774
5670	66609	285760
5671	66622	285753
5672	66635	285744
5673	66647	285736
5674	66658	285721
5675	66670	285712
5676	66681	285697
5677	66693	285683
5678	66704	285669
5679	66716	285661
5680	66728	285648
5681	66741	285642
5682	66752	285629
5683	66764	285617
5684	66775	285603
5685	66787	285592
5686	66798	285577
5687	66810	285565
5688	66822	285554
5689	66834	285543
5690	66845	285530
5691	66858	285521
5692	66869	285508
5693	66880	285492
5694	66891	285479
5695	66904	285469
5696	66915	285457
5697	66927	285444
5698	66939	285434
5699	66950	285420
5700	66962	285409
5701	66973	285394
5702	66985	285382
5703	66996	285369
5704	67007	285355
5705	67019	285343
5706	67030	285329
5707	67042	285318
5708	67054	285307
5709	67065	285291
5710	67076	285276
5711	67087	285262
5712	67098	285248
5713	67110	285235
5714	67121	285222
5715	67132	285209
5716	67144	285196
5717	67156	285184
5718	67168	285174
5719	67181	285166
5720	67192	285155
5721	67204	285143
5722	67215	285129
5723	67227	285118
5724	67239	285107
5725	67252	285098
5726	67263	285085
5727	67274	285071
5728	67286	285058
5729	67297	285046
5730	67309	285033
5731	67320	285020
5732	67332	285007
5733	67344	285000
5734	67357	284992
5735	67370	284985
5736	67381	284972
5737	67392	284957
5738	67404	284943
5739	67415	284931
5740	67427	284917
5741	67438	284903
5742	67449	284891
5743	67462	284883
5744	67473	284869
5745	67485	284859
5746	67497	284847
5747	67509	284835
5748	67520	284821
5749	67532	284811
5750	67544	284801
5751	67556	284787
5752	67567	284772
5753	67578	284761
5754	67589	284746
5755	67600	284730
5756	67611	284717
5757	67623	284703
5758	67633	284687
5759	67645	284675
5760	67656	284660
5761	67668	284648
5762	67679	284636
5763	67691	284624
5764	67702	284608
5765	67714	284596
5766	67724	284580
5767	67736	284567
5768	67749	284561
5769	67760	284546
5770	67771	284531
5771	67782	284516
5772	67793	284503
5773	67804	284488
5774	67815	284473
5775	67827	284463
5776	67839	284450
5777	67850	284435
5778	67861	284422
5779	67872	284408
5780	67884	284394
5781	67895	284383
5782	67907	284370
5783	67918	284357
5784	67930	284347
5785	67942	284334
5786	67953	284321
5787	67965	284309
5788	67975	284291
5789	67987	284278
5790	67998	284265
5791	68009	284251
5792	68021	284237
5793	68034	284232
5794	68045	284217
5795	68056	284204
5796	68068	284190
5797	68080	284180
5798	68091	284168
5799	68103	284154
5800	68115	284143
5801	68126	284129
5802	68137	284115
5803	68148	284102
5804	68159	284085
5805	68170	284071
5806	68181	284058
5807	68193	284044
5808	68204	284031
5809	68216	284021
5810	68226	284002
5811	68238	283988
5812	68250	283980
5813	68262	283967
5814	68272	283951
5815	68285	283943
5816	68296	283930
5817	68308	283918
5818	68319	283903
5819	68330	283889
5820	68341	283875
5821	68353	283861
5822	68364	283849
5823	68376	283835
5824	68387	283823
5825	68399	283811
5826	68410	283797
5827	68422	283785
5828	68433	283772
5829	68445	283762
5830	68457	283751
5831	68469	283739
5832	68480	283724
5833	68491	283710
5834	68502	283695
5835	68514	283682
5836	68525	283668
5837	68535	283653
5838	68547	283639
5839	68558	283626
5840	68571	283618
5841	68582	283603
5842	68593	283589
5843	68604	283573
5844	68615	283560
5845	68627	283548
5846	68638	283533
5847	68649	283521
5848	68660	283505
5849	68671	283490
5850	68682	283475
5851	68694	283462
5852	68705	283450
5853	68717	283437
5854	68728	283422
5855	68739	283407
5856	68751	283397
5857	68762	283384
5858	68774	283372
5859	68785	283359
5860	68797	283347
5861	68808	283332
5862	68819	283316
5863	68830	283305
5864	68842	283293
5865	68855	283284
5866	68866	283270
5867	68878	283259
5868	68888	283243
5869	68900	283230
5870	68912	283220
5871	68924	283209
5872	68935	283197
5873	68947	283183
5874	68958	283169
5875	68970	283161
5876	68982	283148
5877	68993	283134
5878	69005	283122
5879	69016	283110
5880	69027	283094
5881	69039	283082
5882	69050	283067
5883	69062	283058
5884	69073	283043
5885	69084	283027
5886	69094	283011
5887	69105	282995
5888	69117	282983
5889	69128	282967
5890	69140	282957
5891	69151	282943
5892	69162	282929
5893	69174	282916
5894	69185	282902
5895	69198	282895
5896	69209	282881
5897	69220	282868
5898	69232	282855
5899	69244	282845
5900	69256	282834
5901	69267	282822
5902	69280	282814
5903	69291	282799
5904	69302	282786
5905	69314	282775
5906	69326	282763
5907	69338	282751
5908	69349	282738
5909	69360	282721
5910	69373	282715
5911	69384	282702
5912	69395	282688
5913	69407	282675
5914	69419	282664
5915	69430	282652
5916	69441	282637
5917	69453	282625
5918	69464	282612
5919	69476	282599
5920	69487	282585
5921	69499	282573
5922	69510	282559
5923	69521	282546
5924	69534	282539
5925	69547	282530
5926	69558	282515
5927	69569	282504
5928	69581	282491
5929	69592	282478
5930	69604	282465
5931	69615	282450
5932	69626	282438
5933	69638	282427
5934	69649	282413
5935	69661	282401
5936	69673	282391
5937	69685	282379
5938	69696	282365
5939	69708	282353
5940	69720	282342
5941	69731	282329
5942	69743	282318
5943	69754	282305
5944	69766	282294
5945	69778	282282
5946	69790	282272
5947	69804	282269
5948	69816	282257
5949	69828	282246
5950	69839	282234
5951	69852	282228
5952	69864	282216
5953	69877	282207
5954	69888	282194
5955	69900	282184
5956	69913	282175
5957	69924	282161
5958	69935	282147
5959	69946	282134
5960	69958	282122
5961	69969	282107
5962	69981	282098
5963	69993	282085
5964	70003	282069
5965	70016	282060
5966	70027	282047
5967	70040	282038
5968	70050	282022
5969	70062	282011
5970	70073	281996
5971	70085	281986
5972	70099	281981
5973	70111	281971
5974	70123	281960
5975	70134	281947
5976	70148	281944
5977	70161	281935
5978	70174	281930
5979	70186	281919
5980	70198	281909
5981	70210	281897
5982	70222	281886
5983	70233	281871
5984	70244	281856
5985	70254	281841
5986	70265	281826
5987	70278	281816
5988	70290	281805
5989	70301	281792
5990	70312	281776
5991	70323	281763
5992	70334	281747
5993	70345	281734
5994	70356	281720
5995	70369	281711
5996	70381	281700
5997	70391	281682
5998	70401	281665
5999	70411	281647
6000	70423	281633
6001	70435	281626
6002	70446	281609
6003	70459	281602
6004	70470	281587
6005	70481	281574
6006	70492	281558
6007	70502	281542
6008	70513	281526
6009	70524	281511
6010	70535	281497
6011	70546	281483
6012	70557	281468
6013	70568	281454
6014	70580	281440
6015	70591	281427
6016	70602	281413
6017	70615	281404
6018	70627	281394
6019	70639	281383
6020	70650	281370
6021	70662	281359
6022	70674	281349
6023	70686	281337
6024	70697	281322
6025	70708	281307
6026	70719	281295
6027	70731	281282
6028	70742	281268
6029	70753	281254
6030	70765	281241
6031	70776	281228
6032	70787	281215
6033	70799	281203
6034	70810	281189
6035	70822	281178
6036	70833	281163
6037	70845	281150
6038	70855	281135
6039	70867	281121
6040	70878	281110
6041	70890	281097
6042	70902	281085
6043	70913	281071
6044	70924	281056
6045	70935	281042
6046	70946	281027
6047	70957	281013
6048	70967	280996
6049	70978	280980
6050	70989	280967
6051	71001	280957
6052	71012	280943
6053	71023	280927
6054	71035	280914
6055	71046	280899
6056	71057	280885
6057	71068	280873
6058	71079	280857
6059	71090	280843
6060	71102	280830
6061	71112	280813
6062	71123	280797
6063	71134	280782
6064	71144	280766
6065	71155	280750
6066	71166	280736
6067	71177	280721
6068	71188	280708
6069	71200	280695
6070	71211	280680
6071	71222	280666
6072	71233	280653
6073	71245	280641
6074	71255	280625
6075	71268	280614
6076	71279	280603
6077	71290	280588
6078	71301	280574
6079	71313	280561
6080	71323	280545
6081	71335	280532
6082	71346	280519
6083	71358	280509
6084	71370	280496
6085	71381	280483
6086	71392	280467
6087	71403	280454
6088	71415	280441
6089	71426	280429
6090	71438	280418
6091	71450	280405
6092	71461	280390
6093	71474	280384
6094	71485	280371
6095	71496	280357
6096	71507	280341
6097	71518	280326
6098	71531	280318
6099	71543	280309
6100	71554	280294
6101	71565	280280
6102	71577	280269
6103	71588	280254
6104	71599	280240
6105	71610	280227
6106	71621	280211
6107	71632	280198
6108	71644	280186
6109	71655	280172
6110	71666	280158
6111	71677	280142
6112	71688	280127
6113	71699	280114
6114	71711	280101
6115	71722	280089
6116	71733	280074
6117	71744	280060
6118	71756	280047
6119	71767	280034
6120	71778	280020
6121	71789	280006
6122	71801	279996
6123	71812	279980
6124	71823	279965
6125	71834	279951
6126	71845	279934
6127	71855	279918
6128	71866	279903
6129	71877	279890
6130	71890	279881
6131	71901	279868
6132	71914	279858
6133	71925	279845
6134	71936	279831
6135	71949	279823
6136	71961	279812
6137	71974	279808
6138	71987	279801
6139	72000	279792
6140	72011	279777
6141	72024	279772
6142	72037	279764
6143	72050	279756
6144	72061	279743
6145	72073	279732
6146	72086	279726
6147	72098	279715
6148	72109	279701
6149	72121	279692
6150	72134	279682
6151	72147	279678
6152	72160	279668
6153	72172	279658
6154	72184	279647
6155	72196	279637
6156	72208	279627
6157	72220	279617
6158	72232	279606
6159	72245	279598
6160	72256	279586
6161	72268	279575
6162	72280	279564
6163	72293	279555
6164	72304	279543
6165	72316	279532
6166	72328	279521
6167	72340	279511
6168	72353	279501
6169	72365	279492
6170	72376	279478
6171	72388	279469
6172	72400	279456
6173	72412	279445
6174	72424	279433
6175	72435	279420
6176	72447	279409
6177	72459	279400
6178	72471	279389
6179	72485	279385
6180	72497	279375
6181	72509	279365
6182	72521	279353
6183	72535	279349
6184	72547	279339
6185	72558	279324
6186	72569	279310
6187	72580	279295
6188	72591	279282
6189	72603	279271
6190	72616	279262
6191	72626	279247
6192	72638	279234
6193	72650	279223
6194	72662	279214
6195	72673	279200
6196	72685	279190
6197	72698	279183
6198	72710	279172
6199	72722	279162
6200	72733	279147
6201	72745	279134
6202	72758	279127
6203	72770	279116
6204	72782	279107
6205	72795	279100
6206	72808	279092
6207	72820	279083
6208	72832	279070
6209	72844	279060
6210	72856	279051
6211	72869	279043
6212	72881	279032
6213	72893	279020
6214	72904	279008
6215	72919	279007
6216	72931	278996
6217	72944	278991
6218	72959	278990
6219	72971	278979
6220	72983	278970
6221	72995	278960
6222	73007	278950
6223	73019	278938
6224	73031	278925
6225	73045	278923
6226	73057	278913
6227	73069	278904
6228	73081	278890
6229	73092	278878
6230	73104	278866
6231	73115	278851
6232	73126	278837
6233	73138	278826
6234	73150	278814
6235	73161	278801
6236	73175	278797
6237	73189	278794
6238	73203	278791
6239	73213	278776
6240	73225	278764
6241	73237	278754
6242	73248	278740
6243	73260	278729
6244	73272	278716
6245	73283	278702
6246	73294	278688
6247	73306	278677
6248	73318	278664
6249	73329	278651
6250	73340	278637
6251	73353	278629
6252	73363	278613
6253	73375	278601
6254	73388	278593
6255	73400	278582
6256	73411	278568
6257	73422	278556
6258	73434	278544
6259	73446	278533
6260	73458	278523
6261	73471	278515
6262	73482	278501
6263	73494	278491
6264	73505	278477
6265	73518	278469
6266	73530	278458
6267	73541	278444
6268	73552	278430
6269	73564	278418
6270	73575	278404
6271	73587	278393
6272	73598	278380
6273	73610	278367
6274	73621	278353
6275	73634	278346
6276	73645	278331
6277	73656	278319
6278	73668	278305
6279	73678	278289
6280	73690	278276
6281	73702	278267
6282	73713	278253
6283	73727	278249
6284	73739	278239
6285	73751	278226
6286	73761	278211
6287	73772	278196
6288	73784	278184
6289	73796	278172
6290	73807	278158
6291	73818	278145
6292	73830	278133
6293	73841	278119
6294	73851	278101
6295	73862	278088
6296	73873	278072
6297	73884	278057
6298	73895	278043
6299	73906	278028
6300	73919	278021
6301	73930	278007
6302	73940	277990
6303	73952	277977
6304	73963	277963
6305	73974	277949
6306	73986	277938
6307	73997	277926
6308	74009	277912
6309	74020	277898
6310	74031	277886
6311	74042	277871
6312	74053	277856
6313	74064	277843
6314	74076	277829
6315	74087	277817
6316	74098	277802
6317	74109	277789
6318	74121	277776
6319	74132	277761
6320	74144	277751
6321	74155	277737
6322	74167	277726
6323	74179	277715
6324	74191	277704
6325	74203	277694
6326	74216	277687
6327	74228	277677
6328	74240	277667
6329	74253	277659
6330	74265	277647
6331	74277	277637
6332	74288	277624
6333	74300	277612
6334	74311	277598
6335	74324	277589
6336	74335	277575
6337	74347	277566
6338	74359	277556
6339	74372	277546
6340	74383	277534
6341	74396	277525
6342	74409	277518
6343	74420	277506
6344	74432	277493
6345	74444	277484
6346	74457	277475
6347	74469	277465
6348	74481	277455
6349	74494	277447
6350	74508	277445
6351	74521	277436
6352	74533	277428
6353	74546	277419
6354	74558	277410
6355	74571	277402
6356	74584	277393
6357	74595	277380
6358	74607	277370
6359	74620	277361
6360	74632	277350
6361	74644	277341
6362	74656	277331
6363	74668	277320
6364	74681	277311
6365	74693	277303
6366	74706	277295
6367	74718	277286
6368	74731	277278
6369	74743	277266
6370	74755	277255
6371	74767	277246
6372	74780	277237
6373	74792	277228
6374	74805	277220
6375	74817	277210
6376	74830	277201
6377	74841	277189
6378	74853	277176
6379	74865	277167
6380	74877	277156
6381	74888	277141
6382	74900	277131
6383	74913	277121
6384	74924	277109
6385	74936	277099
6386	74949	277090
6387	74961	277081
6388	74973	277071
6389	74985	277059
6390	74998	277050
6391	75009	277039
6392	75022	277031
6393	75035	277022
6394	75047	277012
6395	75059	277002
6396	75072	276994
6397	75084	276982
6398	75096	276972
6399	75108	276961
6400	75120	276951
6401	75134	276946
6402	75145	276934
6403	75158	276925
6404	75169	276912
6405	75181	276902
6406	75193	276889
6407	75204	276876
6408	75215	276862
6409	75226	276849
6410	75238	276837
6411	75250	276825
6412	75262	276816
6413	75274	276803
6414	75286	276792
6415	75297	276781
6416	75308	276766
6417	75321	276758
6418	75333	276747
6419	75345	276735
6420	75358	276730
6421	75369	276715
6422	75381	276702
6423	75392	276691
6424	75404	276679
6425	75416	276666
6426	75427	276653
6427	75439	276643
6428	75452	276636
6429	75464	276625
6430	75478	276620
6431	75488	276604
6432	75500	276593
6433	75512	276582
6434	75524	276569
6435	75535	276557
6436	75547	276545
6437	75558	276533
6438	75570	276519
6439	75582	276510
6440	75594	276499
6441	75605	276485
6442	75617	276474
6443	75629	276461
6444	75640	276449
6445	75652	276439
6446	75664	276428
6447	75676	276415
6448	75687	276402
6449	75699	276390
6450	75710	276377
6451	75722	276364
6452	75733	276350
6453	75746	276346
6454	75758	276333
6455	75770	276322
6456	75782	276311
6457	75793	276299
6458	75805	276286
6459	75817	276275
6460	75828	276262
6461	75840	276249
6462	75851	276236
6463	75863	276225
6464	75875	276214
6465	75887	276202
6466	75898	276189
6467	75909	276175
6468	75920	276160
6469	75932	276150
6470	75943	276135
6471	75955	276124
6472	75966	276110
6473	75978	276098
6474	75991	276093
6475	76002	276078
6476	76014	276066
6477	76025	276054
6478	76037	276042
6479	76049	276031
6480	76061	276020
6481	76073	276010
6482	76085	275998
6483	76097	275988
6484	76109	275977
6485	76123	275973
6486	76135	275962
6487	76146	275950
6488	76158	275936
6489	76170	275926
6490	76182	275915
6491	76195	275909
6492	76209	275904
6493	76220	275890
6494	76231	275878
6495	76243	275866
6496	76257	275861
6497	76268	275847
6498	76279	275835
6499	76291	275821
6500	76302	275808
6501	76314	275797
6502	76326	275786
6503	76338	275775
6504	76350	275763
6505	76361	275751
6506	76374	275745
6507	76386	275731
6508	76397	275718
6509	76408	275703
6510	76419	275690
6511	76432	275681
6512	76444	275671
6513	76455	275657
6514	76466	275645
6515	76478	275631
6516	76490	275622
6517	76504	275619
6518	76517	275611
6519	76529	275599
6520	76541	275590
6521	76553	275579
6522	76565	275569
6523	76577	275558
6524	76589	275545
6525	76601	275535
6526	76613	275524
6527	76625	275513
6528	76636	275500
6529	76647	275486
6530	76660	275477
6531	76672	275466
6532	76685	275460
6533	76697	275450
6534	76709	275436
6535	76720	275423
6536	76732	275413
6537	76744	275402
6538	76756	275390
6539	76768	275379
6540	76779	275367
6541	76791	275355
6542	76802	275341
6543	76814	275331
6544	76826	275318
6545	76837	275304
6546	76850	275296
6547	76861	275283
6548	76873	275271
6549	76885	275260
6550	76896	275247
6551	76909	275240
6552	76923	275236
6553	76935	275225
6554	76946	275212
6555	76958	275201
6556	76970	275189
6557	76982	275178
6558	76994	275167
6559	77005	275154
6560	77017	275144
6561	77029	275132
6562	77042	275124
6563	77054	275114
6564	77066	275103
6565	77079	275094
6566	77090	275083
6567	77103	275073
6568	77114	275059
6569	77127	275051
6570	77138	275039
6571	77151	275030
6572	77163	275019
6573	77175	275010
6574	77187	274998
6575	77199	274987
6576	77211	274977
6577	77224	274969
6578	77235	274957
6579	77248	274948
6580	77260	274936
6581	77272	274927
6582	77284	274917
6583	77296	274905
6584	77309	274896
6585	77319	274880
6586	77331	274868
6587	77342	274855
6588	77354	274843
6589	77366	274832
6590	77378	274821
6591	77391	274814
6592	77403	274803
6593	77416	274797
6594	77429	274788
6595	77441	274777
6596	77453	274766
6597	77464	274752
6598	77476	274741
6599	77488	274731
6600	77499	274718
6601	77512	274710
6602	77524	274700
6603	77535	274686
6604	77547	274674
6605	77561	274669
6606	77573	274660
6607	77584	274646
6608	77595	274630
6609	77608	274623
6610	77622	274618
6611	77635	274611
6612	77649	274608
6613	77661	274599
6614	77675	274592
6615	77688	274587
6616	77702	274582
6617	77716	274579
6618	77728	274568
6619	77742	274563
6620	77753	274551
6621	77765	274540
6622	77777	274528
6623	77789	274519
6624	77801	274507
6625	77814	274498
6626	77825	274486
6627	77839	274482
6628	77851	274470
6629	77863	274459
6630	77875	274447
6631	77887	274436
6632	77898	274425
6633	77911	274415
6634	77923	274404
6635	77935	274394
6636	77947	274383
6637	77959	274373
6638	77971	274361
6639	77982	274349
6640	77995	274339
6641	78006	274325
6642	78018	274313
6643	78029	274301
6644	78042	274293
6645	78054	274284
6646	78066	274272
6647	78079	274263
6648	78091	274253
6649	78103	274244
6650	78115	274232
6651	78127	274222
6652	78140	274212
6653	78152	274203
6654	78164	274190
6655	78175	274178
6656	78187	274165
6657	78199	274155
6658	78211	274144
6659	78222	274132
6660	78234	274121
6661	78246	274111
6662	78259	274102
6663	78271	274092
6664	78283	274080
6665	78295	274070
6666	78307	274058
6667	78319	274049
6668	78332	274040
6669	78344	274028
6670	78356	274017
6671	78368	274006
6672	78381	273998
6673	78393	273988
6674	78405	273977
6675	78416	273965
6676	78429	273957
6677	78441	273944
6678	78452	273931
6679	78464	273919
6680	78475	273907
6681	78486	273893
6682	78498	273880
6683	78510	273868
6684	78521	273856
6685	78533	273846
6686	78545	273834
6687	78557	273823
6688	78570	273816
6689	78584	273813
6690	78596	273802
6691	78608	273791
6692	78621	273784
6693	78633	273773
6694	78645	273762
6695	78658	273754
6696	78670	273742
6697	78680	273727
6698	78692	273714
6699	78703	273700
6700	78715	273690
6701	78726	273676
6702	78738	273665
6703	78751	273656
6704	78763	273646
6705	78775	273636
6706	78787	273625
6707	78799	273613
6708	78811	273602
6709	78823	273592
6710	78835	273582
6711	78847	273571
6712	78860	273561
6713	78871	273547
6714	78882	273535
6715	78894	273523
6716	78905	273509
6717	78916	273495
6718	78928	273483
6719	78940	273470
6720	78951	273458
6721	78964	273450
6722	78975	273435
6723	78987	273424
6724	78999	273413
6725	79015	273418
6726	79027	273406
6727	79040	273397
6728	79051	273385
6729	79062	273372
6730	79074	273360
6731	79085	273345
6732	79097	273332
6733	79108	273321
6734	79120	273308
6735	79131	273296
6736	79142	273282
6737	79155	273271
6738	79167	273260
6739	79178	273246
6740	79190	273236
6741	79201	273223
6742	79213	273212
6743	79225	273199
6744	79236	273186
6745	79248	273176
6746	79259	273162
6747	79270	273146
6748	79283	273138
6749	79294	273126
6750	79306	273114
6751	79317	273099
6752	79328	273086
6753	79339	273073
6754	79350	273057
6755	79361	273043
6756	79373	273031
6757	79385	273022
6758	79397	273010
6759	79409	272998
6760	79420	272984
6761	79431	272972
6762	79443	272961
6763	79455	272950
6764	79467	272936
6765	79478	272923
6766	79490	272911
6767	79500	272895
6768	79512	272883
6769	79523	272870
6770	79534	272855
6771	79546	272844
6772	79557	272829
6773	79569	272819
6774	79581	272807
6775	79592	272796
6776	79604	272783
6777	79616	272772
6778	79627	272757
6779	79637	272740
6780	79649	272730
6781	79661	272717
6782	79672	272706
6783	79684	272692
6784	79695	272680
6785	79707	272668
6786	79718	272655
6787	79729	272638
6788	79740	272624
6789	79751	272611
6790	79762	272595
6791	79772	272579
6792	79784	272567
6793	79795	272553
6794	79806	272540
6795	79818	272529
6796	79829	272516
6797	79841	272504
6798	79852	272489
6799	79863	272474
6800	79874	272460
6801	79884	272444
6802	79895	272429
6803	79906	272415
6804	79917	272400
6805	79928	272386
6806	79940	272375
6807	79951	272361
6808	79963	272349
6809	79974	272336
