iter	MultiClass	Accuracy
9159	-0.8412309287	0.6458076285
9160	-0.8412306523	0.6458054174
9161	-0.8412298231	0.6458081813
9162	-0.8412298231	0.6458092869
9163	-0.8412296158	0.6458103925
9164	-0.8412292012	0.6458092869
9165	-0.8412287175	0.6458109453
9166	-0.8412285793	0.6458120509
9167	-0.8412284411	0.6458087341
9168	-0.8412280265	0.6458076285
9169	-0.8412273355	0.6458059701
9170	-0.8412270591	0.6458059701
9171	-0.8412267828	0.645803759
9172	-0.8412266446	0.6458059701
9173	-0.8412260227	0.645803759
9174	-0.8412256772	0.6458032062
9175	-0.8412256772	0.6458032062
9176	-0.8412252626	0.6458065229
9177	-0.8412247789	0.6458098397
9178	-0.8412243643	0.6458070757
9179	-0.8412242261	0.6458087341
9180	-0.8412238806	0.6458092869
9181	-0.8412237424	0.6458076285
9182	-0.8412231205	0.6458087341
9183	-0.8412226368	0.6458098397
9184	-0.8412223604	0.6458092869
9185	-0.8412223604	0.6458114981
9186	-0.8412218767	0.6458120509
9187	-0.8412216003	0.6458120509
9188	-0.8412211166	0.6458120509
9189	-0.8412203566	0.6458109453
9190	-0.8412203566	0.6458092869
9191	-0.8412195965	0.6458070757
9192	-0.8412193201	0.6458098397
9193	-0.8412195965	0.6458103925
9194	-0.8412187673	0.6458092869
9195	-0.8412189746	0.6458087341
9196	-0.8412187673	0.6458065229
9197	-0.8412179381	0.6458070757
9198	-0.8412175235	0.6458070757
9199	-0.8412173162	0.6458065229
9200	-0.8412167634	0.6458070757
9201	-0.8412169016	0.6458103925
9202	-0.8412161415	0.6458109453
9203	-0.8412161415	0.6458131564
9204	-0.8412151741	0.6458137092
9205	-0.8412148977	0.6458126036
9206	-0.8412147595	0.6458137092
9207	-0.8412143449	0.6458109453
9208	-0.8412139303	0.6458126036
9209	-0.841213654	0.6458098397
9210	-0.8412132394	0.6458087341
9211	-0.841212963	0.6458076285
9212	-0.8412126175	0.6458076285
9213	-0.8412126175	0.6458081813
9214	-0.8412125484	0.6458087341
9215	-0.8412121338	0.6458081813
9216	-0.8412116501	0.6458098397
9217	-0.8412115119	0.6458103925
9218	-0.8412113046	0.6458131564
9219	-0.8412111664	0.6458103925
9220	-0.84121089	0.6458109453
9221	-0.8412104754	0.6458070757
9222	-0.8412097844	0.6458126036
9223	-0.841209508	0.6458131564
9224	-0.8412092316	0.6458126036
9225	-0.841208817	0.6458126036
9226	-0.8412086788	0.6458126036
9227	-0.8412086097	0.6458153676
9228	-0.8412084024	0.645814262
9229	-0.8412075732	0.6458109453
9230	-0.8412075732	0.6458098397
9231	-0.8412073659	0.6458114981
9232	-0.8412064677	0.6458087341
9233	-0.8412066059	0.6458109453
9234	-0.8412063986	0.6458092869
9235	-0.8412060531	0.6458109453
9236	-0.8412049475	0.6458114981
9237	-0.8412046711	0.6458137092
9238	-0.8412046711	0.6458131564
9239	-0.8412040492	0.6458092869
9240	-0.8412037037	0.6458120509
9241	-0.8412030127	0.6458126036
9242	-0.8412031509	0.6458114981
9243	-0.8412024599	0.6458120509
9244	-0.8412021144	0.6458114981
9245	-0.8412019071	0.6458181316
9246	-0.8412012161	0.6458181316
9247	-0.8412006633	0.6458220011
9248	-0.8412006633	0.6458197899
9249	-0.8412008015	0.6458197899
9250	-0.8412001797	0.6458192371
9251	-0.8411999724	0.6458186844
9252	-0.8411994196	0.6458164732
9253	-0.8411989359	0.6458148148
9254	-0.8411985904	0.6458126036
9255	-0.8411987286	0.6458092869
9256	-0.8411988668	0.6458092869
9257	-0.8411981758	0.6458109453
9258	-0.8411980376	0.6458131564
9259	-0.8411977612	0.6458126036
9260	-0.8411973466	0.6458103925
9261	-0.8411972084	0.6458103925
9262	-0.8411970702	0.645814262
9263	-0.841196932	0.6458109453
9264	-0.8411965865	0.6458131564
9265	-0.8411961028	0.6458120509
9266	-0.8411958264	0.6458131564
9267	-0.8411956191	0.6458114981
9268	-0.8411947899	0.6458109453
9269	-0.8411945826	0.6458114981
9270	-0.841194168	0.6458131564
9271	-0.8411938917	0.6458114981
9272	-0.8411938917	0.6458126036
9273	-0.8411930625	0.6458126036
9274	-0.8411930625	0.6458131564
9275	-0.8411925097	0.6458126036
9276	-0.8411918187	0.645814262
9277	-0.8411914041	0.6458126036
9278	-0.8411911277	0.6458126036
9279	-0.8411907131	0.6458114981
9280	-0.8411902985	0.6458120509
9281	-0.8411897457	0.6458114981
9282	-0.8411894693	0.6458109453
9283	-0.8411894002	0.6458109453
9284	-0.8411890547	0.6458114981
9285	-0.8411890547	0.6458103925
9286	-0.8411885019	0.6458114981
9287	-0.8411883637	0.6458109453
9288	-0.8411879491	0.6458126036
9289	-0.84118788	0.6458092869
9290	-0.8411873964	0.6458137092
9291	-0.8411873273	0.6458131564
9292	-0.8411867054	0.6458126036
9293	-0.8411869818	0.6458148148
9294	-0.841186429	0.645814262
9295	-0.8411862908	0.6458120509
9296	-0.8411861526	0.6458109453
9297	-0.8411854616	0.6458109453
9298	-0.8411858071	0.6458114981
9299	-0.8411853234	0.6458081813
9300	-0.8411853925	0.6458098397
9301	-0.8411849088	0.6458137092
9302	-0.8411848397	0.6458114981
9303	-0.8411846324	0.6458120509
9304	-0.841183665	0.6458103925
9305	-0.8411833886	0.6458109453
9306	-0.8411832504	0.6458114981
9307	-0.8411833886	0.6458137092
9308	-0.8411831122	0.645814262
9309	-0.8411831813	0.6458120509
9310	-0.841182283	0.6458098397
9311	-0.8411818684	0.6458087341
9312	-0.8411817302	0.6458092869
9313	-0.8411813156	0.6458076285
9314	-0.8411806247	0.6458103925
9315	-0.8411806247	0.6458109453
9316	-0.8411804865	0.6458092869
9317	-0.8411797955	0.6458114981
9318	-0.8411793809	0.6458103925
9319	-0.8411793809	0.6458070757
9320	-0.8411792427	0.6458065229
9321	-0.8411792427	0.6458103925
9322	-0.841178759	0.6458109453
9323	-0.8411784135	0.6458098397
9324	-0.8411777916	0.6458092869
9325	-0.8411774461	0.6458054174
9326	-0.8411767551	0.6458065229
9327	-0.8411766169	0.6458043118
9328	-0.8411762023	0.6458043118
9329	-0.8411758568	0.6458054174
9330	-0.8411755113	0.6458059701
9331	-0.8411752349	0.6458070757
9332	-0.8411746821	0.6458081813
9333	-0.8411741294	0.6458092869
9334	-0.8411735766	0.6458109453
9335	-0.841173853	0.6458087341
9336	-0.8411735766	0.6458087341
9337	-0.8411730238	0.6458081813
9338	-0.8411722637	0.6458092869
9339	-0.8411721946	0.6458092869
9340	-0.84117178	0.6458120509
9341	-0.8411719182	0.6458137092
9342	-0.8411715727	0.6458126036
9343	-0.8411713654	0.6458126036
9344	-0.8411712272	0.6458098397
9345	-0.8411705362	0.6458109453
9346	-0.8411705362	0.6458120509
9347	-0.8411700525	0.6458092869
9348	-0.8411696379	0.6458126036
9349	-0.8411692924	0.6458092869
9350	-0.8411689469	0.6458103925
9351	-0.8411687396	0.6458087341
9352	-0.8411680486	0.6458087341
9353	-0.8411673577	0.6458092869
9354	-0.8411670813	0.6458098397
9355	-0.841166874	0.6458103925
9356	-0.8411664594	0.6458114981
9357	-0.8411663903	0.6458153676
9358	-0.8411659066	0.6458103925
9359	-0.8411658375	0.6458114981
9360	-0.8411658375	0.6458114981
9361	-0.8411654229	0.6458148148
9362	-0.8411653538	0.6458131564
9363	-0.8411647319	0.6458114981
9364	-0.8411645937	0.645814262
9365	-0.8411643864	0.6458131564
9366	-0.8411636954	0.6458131564
9367	-0.8411636263	0.6458120509
9368	-0.8411633499	0.6458109453
9369	-0.8411627971	0.6458126036
9370	-0.8411622443	0.6458126036
9371	-0.8411619679	0.6458114981
9372	-0.8411619679	0.6458109453
9373	-0.8411616915	0.6458114981
9374	-0.8411616915	0.6458131564
9375	-0.8411614842	0.6458126036
9376	-0.8411610006	0.6458137092
9377	-0.8411604478	0.6458103925
9378	-0.8411598259	0.6458092869
9379	-0.8411596186	0.6458098397
9380	-0.841159204	0.6458087341
9381	-0.841159204	0.6458076285
9382	-0.8411586512	0.6458092869
9383	-0.8411581675	0.6458120509
9384	-0.8411576838	0.6458120509
9385	-0.8411574074	0.6458131564
9386	-0.8411574765	0.645817026
9387	-0.8411575456	0.645814262
9388	-0.8411569237	0.6458153676
9389	-0.8411563018	0.6458164732
9390	-0.8411563018	0.6458186844
9391	-0.8411558181	0.6458175788
9392	-0.8411560945	0.6458186844
9393	-0.8411556108	0.6458186844
9394	-0.8411556108	0.6458192371
9395	-0.8411553344	0.6458186844
9396	-0.8411547816	0.6458181316
9397	-0.8411543671	0.6458159204
9398	-0.8411540907	0.645817026
9399	-0.8411534688	0.645817026
9400	-0.8411532615	0.6458148148
9401	-0.8411527087	0.6458148148
9402	-0.8411527087	0.6458159204
9403	-0.8411524323	0.6458181316
9404	-0.8411518795	0.6458203427
9405	-0.8411517413	0.6458208955
9406	-0.8411517413	0.6458197899
9407	-0.8411513267	0.6458220011
9408	-0.8411510503	0.6458197899
9409	-0.8411502902	0.6458214483
9410	-0.8411506357	0.6458181316
9411	-0.8411500829	0.6458148148
9412	-0.8411499447	0.645814262
9413	-0.8411495992	0.6458137092
9414	-0.8411493919	0.6458148148
9415	-0.8411489082	0.6458181316
9416	-0.8411491155	0.6458192371
9417	-0.8411488391	0.6458181316
9418	-0.8411484245	0.6458197899
9419	-0.8411482863	0.6458203427
9420	-0.8411477336	0.6458225539
9421	-0.8411477336	0.6458242123
9422	-0.8411472499	0.6458192371
9423	-0.8411471808	0.6458159204
9424	-0.841146628	0.6458159204
9425	-0.8411463516	0.645817026
9426	-0.8411456606	0.6458175788
9427	-0.841145937	0.6458164732
9428	-0.8411455915	0.6458159204
9429	-0.8411455224	0.6458159204
9430	-0.8411456606	0.6458153676
9431	-0.8411451078	0.6458175788
9432	-0.8411448314	0.6458148148
9433	-0.8411446932	0.6458131564
9434	-0.8411437949	0.6458126036
9435	-0.8411437258	0.6458148148
9436	-0.8411434494	0.6458126036
9437	-0.8411433112	0.6458109453
9438	-0.8411430348	0.6458131564
9439	-0.8411422056	0.6458131564
9440	-0.8411417219	0.6458153676
9441	-0.8411411692	0.6458164732
9442	-0.8411409619	0.6458181316
9443	-0.8411405473	0.6458159204
9444	-0.84114034	0.645817026
9445	-0.8411399945	0.6458181316
9446	-0.8411398563	0.6458181316
9447	-0.8411397181	0.6458181316
9448	-0.8411392344	0.6458148148
9449	-0.841138958	0.645814262
9450	-0.8411386125	0.645814262
9451	-0.8411383361	0.645814262
9452	-0.8411383361	0.645814262
9453	-0.8411379215	0.645814262
9454	-0.8411374378	0.6458131564
9455	-0.8411368159	0.6458120509
9456	-0.8411366777	0.6458109453
9457	-0.8411369541	0.6458126036
9458	-0.8411364013	0.6458131564
9459	-0.8411364013	0.645817026
9460	-0.8411359176	0.6458175788
9461	-0.8411354339	0.6458164732
9462	-0.8411352957	0.645817026
9463	-0.8411351575	0.6458159204
9464	-0.8411348811	0.645817026
9465	-0.8411346048	0.645817026
9466	-0.8411336374	0.6458186844
9467	-0.8411338447	0.6458181316
9468	-0.8411332228	0.6458181316
9469	-0.8411330846	0.6458175788
9470	-0.8411326009	0.6458131564
9471	-0.8411319099	0.6458148148
9472	-0.8411319099	0.6458148148
9473	-0.841131288	0.6458164732
9474	-0.8411310116	0.6458148148
9475	-0.8411310116	0.6458181316
9476	-0.8411304588	0.6458197899
9477	-0.8411301133	0.6458225539
9478	-0.8411297678	0.6458236595
9479	-0.841129215	0.6458220011
9480	-0.8411289386	0.6458225539
9481	-0.8411288004	0.6458225539
9482	-0.841128524	0.6458236595
9483	-0.8411282477	0.6458231067
9484	-0.8411279713	0.6458208955
9485	-0.8411276949	0.6458181316
9486	-0.8411276949	0.6458214483
9487	-0.8411270039	0.6458242123
9488	-0.8411267275	0.6458231067
9489	-0.8411267966	0.6458231067
9490	-0.8411264511	0.6458242123
9491	-0.8411258983	0.6458214483
9492	-0.841125691	0.6458203427
9493	-0.8411252073	0.6458214483
9494	-0.8411249309	0.6458242123
9495	-0.8411247927	0.6458253179
9496	-0.8411241017	0.6458242123
9497	-0.8411239635	0.6458236595
9498	-0.8411229961	0.6458214483
9499	-0.8411228579	0.6458203427
9500	-0.8411227197	0.6458208955
9501	-0.8411223051	0.6458208955
9502	-0.8411220287	0.6458231067
9503	-0.841121476	0.6458220011
9504	-0.8411215451	0.6458236595
9505	-0.8411210614	0.6458242123
9506	-0.8411206468	0.6458236595
9507	-0.8411202322	0.6458214483
9508	-0.8411199558	0.6458236595
9509	-0.8411196794	0.6458220011
9510	-0.8411192648	0.6458264234
9511	-0.8411189193	0.6458264234
9512	-0.8411189884	0.6458264234
9513	-0.8411184356	0.6458269762
9514	-0.8411184356	0.645827529
9515	-0.841118021	0.6458264234
9516	-0.84111733	0.6458253179
9517	-0.8411171918	0.6458236595
9518	-0.841116639	0.6458220011
9519	-0.8411168463	0.6458192371
9520	-0.8411165008	0.6458175788
9521	-0.841115948	0.645817026
9522	-0.841115948	0.6458148148
9523	-0.8411155334	0.6458148148
9524	-0.841115257	0.645814262
9525	-0.8411151189	0.6458153676
9526	-0.8411149116	0.6458159204
9527	-0.8411145661	0.6458164732
9528	-0.8411137369	0.6458186844
9529	-0.8411138751	0.6458181316
9530	-0.8411129768	0.6458159204
9531	-0.8411130459	0.645817026
9532	-0.8411123549	0.6458159204
9533	-0.8411122167	0.645817026
9534	-0.8411122167	0.6458192371
9535	-0.8411118021	0.6458181316
9536	-0.8411115948	0.6458197899
9537	-0.8411111111	0.6458208955
9538	-0.8411106274	0.6458214483
9539	-0.8411105583	0.6458214483
9540	-0.8411102819	0.6458203427
9541	-0.8411098673	0.6458197899
9542	-0.8411095909	0.6458231067
9543	-0.8411091763	0.6458247651
9544	-0.8411084854	0.6458225539
9545	-0.8411083472	0.6458236595
9546	-0.8411077253	0.6458247651
9547	-0.8411076562	0.6458247651
9548	-0.8411072416	0.6458242123
9549	-0.8411071034	0.6458242123
9550	-0.8411069652	0.6458242123
9551	-0.8411066888	0.6458253179
9552	-0.8411062742	0.645827529
9553	-0.8411055832	0.6458253179
9554	-0.8411059978	0.6458247651
9555	-0.8411055832	0.6458258706
9556	-0.8411051686	0.6458253179
9557	-0.8411046158	0.645827529
9558	-0.841104063	0.645827529
9559	-0.8411039248	0.6458291874
9560	-0.8411036484	0.6458280818
9561	-0.8411033029	0.6458280818
9562	-0.8411025428	0.6458291874
9563	-0.8411024046	0.6458286346
9564	-0.8411022664	0.6458280818
9565	-0.8411021282	0.6458253179
9566	-0.8411018519	0.6458258706
9567	-0.8411021282	0.6458291874
9568	-0.8411014373	0.6458291874
9569	-0.8411008845	0.6458280818
9570	-0.8411008845	0.6458264234
9571	-0.8411004008	0.6458269762
9572	-0.8411003317	0.645827529
9573	-0.841099848	0.6458269762
9574	-0.841099848	0.6458286346
9575	-0.8410992261	0.645827529
9576	-0.8410992261	0.6458286346
9577	-0.8410992261	0.6458313986
9578	-0.8410986733	0.6458291874
9579	-0.8410989497	0.6458291874
9580	-0.8410983969	0.6458297402
9581	-0.8410983969	0.6458286346
9582	-0.8410981205	0.6458308458
9583	-0.8410975677	0.6458291874
9584	-0.8410975677	0.6458297402
9585	-0.8410967385	0.6458280818
9586	-0.8410964621	0.6458330569
9587	-0.8410963239	0.6458330569
9588	-0.8410963239	0.6458347153
9589	-0.8410957711	0.6458352681
9590	-0.8410955638	0.6458352681
9591	-0.8410953566	0.6458341625
9592	-0.8410948038	0.6458341625
9593	-0.8410945274	0.6458347153
9594	-0.8410941128	0.6458369265
9595	-0.8410934218	0.6458374793
9596	-0.8410932836	0.6458380321
9597	-0.8410930072	0.6458402432
9598	-0.8410925926	0.6458385849
9599	-0.8410925926	0.645840796
9600	-0.8410918325	0.6458457711
9601	-0.8410919016	0.6458424544
9602	-0.8410912106	0.64584356
9603	-0.8410912106	0.64584356
9604	-0.841090796	0.6458441128
9605	-0.8410909342	0.6458441128
9606	-0.8410905196	0.6458457711
9607	-0.8410902432	0.6458457711
9608	-0.8410899668	0.6458463239
9609	-0.841089414	0.6458463239
9610	-0.8410891376	0.6458457711
9611	-0.8410890685	0.6458446656
9612	-0.8410885849	0.6458463239
9613	-0.8410880321	0.6458441128
9614	-0.8410880321	0.6458463239
9615	-0.8410874793	0.6458441128
9616	-0.8410874102	0.6458424544
9617	-0.8410866501	0.6458413488
9618	-0.8410864428	0.6458430072
9619	-0.84108589	0.6458413488
9620	-0.8410858209	0.645840796
9621	-0.8410854063	0.6458430072
9622	-0.8410852681	0.6458424544
9623	-0.8410847153	0.6458424544
9624	-0.8410841625	0.64584356
9625	-0.8410841625	0.6458424544
9626	-0.8410834715	0.6458446656
9627	-0.8410831951	0.64584356
9628	-0.8410827114	0.6458452184
9629	-0.8410825732	0.6458452184
9630	-0.8410822968	0.64584356
9631	-0.8410818132	0.6458463239
9632	-0.8410817441	0.6458430072
9633	-0.841081675	0.6458452184
9634	-0.8410813986	0.6458441128
9635	-0.8410807767	0.64584356
9636	-0.8410808458	0.6458446656
9637	-0.8410803621	0.6458430072
9638	-0.8410801548	0.6458468767
9639	-0.8410798784	0.6458457711
9640	-0.8410798784	0.6458457711
9641	-0.841079602	0.6458468767
9642	-0.8410791874	0.6458463239
9643	-0.841079602	0.6458468767
9644	-0.841078911	0.6458496407
9645	-0.841078911	0.6458512991
9646	-0.8410784273	0.6458485351
9647	-0.8410778745	0.6458463239
9648	-0.8410778054	0.6458463239
9649	-0.841077529	0.6458457711
9650	-0.8410774599	0.6458496407
9651	-0.8410771144	0.6458446656
9652	-0.8410769762	0.6458452184
9653	-0.8410764234	0.64584356
9654	-0.8410762161	0.64584356
9655	-0.8410758015	0.6458441128
9656	-0.841075387	0.6458441128
9657	-0.8410750415	0.6458430072
9658	-0.8410749033	0.6458441128
9659	-0.8410744887	0.6458457711
9660	-0.8410741432	0.6458441128
9661	-0.8410737286	0.6458463239
9662	-0.8410732449	0.6458441128
9663	-0.8410733831	0.6458430072
9664	-0.8410727612	0.64584356
9665	-0.841072623	0.6458441128
9666	-0.8410725539	0.6458457711
9667	-0.8410721393	0.6458446656
9668	-0.8410720702	0.645840796
9669	-0.8410715865	0.6458424544
9670	-0.8410713792	0.645840796
9671	-0.8410708955	0.6458363737
9672	-0.8410708264	0.6458363737
9673	-0.8410704809	0.6458385849
9674	-0.8410700663	0.6458391376
9675	-0.8410697899	0.6458402432
9676	-0.8410696517	0.6458430072
9677	-0.8410693062	0.64584356
9678	-0.8410690989	0.6458452184
9679	-0.841068408	0.6458463239
9680	-0.8410682698	0.6458463239
9681	-0.8410678552	0.6458452184
9682	-0.841067717	0.6458396904
9683	-0.8410675788	0.6458396904
9684	-0.8410672333	0.6458413488
9685	-0.841067026	0.64584356
9686	-0.8410665423	0.6458446656
9687	-0.8410659895	0.64584356
9688	-0.8410655749	0.6458424544
9689	-0.8410655058	0.6458430072
9690	-0.8410646075	0.6458463239
9691	-0.8410647457	0.6458485351
9692	-0.8410640547	0.6458485351
9693	-0.8410639856	0.6458518519
9694	-0.8410634328	0.6458524046
9695	-0.8410633637	0.6458501935
9696	-0.8410627418	0.6458524046
9697	-0.8410626036	0.6458524046
9698	-0.8410620509	0.6458490879
9699	-0.8410619127	0.6458518519
9700	-0.8410618436	0.6458524046
9701	-0.8410610144	0.6458512991
9702	-0.8410608071	0.6458496407
9703	-0.8410606689	0.6458507463
9704	-0.8410603925	0.6458512991
9705	-0.8410603925	0.6458518519
9706	-0.8410601161	0.6458551686
9707	-0.8410598397	0.6458562742
9708	-0.8410597015	0.6458512991
9709	-0.8410594251	0.6458535102
9710	-0.8410590105	0.6458529574
9711	-0.8410587341	0.6458496407
9712	-0.8410583195	0.6458524046
9713	-0.8410580431	0.6458479823
9714	-0.8410577667	0.6458507463
9715	-0.8410573521	0.6458512991
9716	-0.8410576285	0.6458512991
9717	-0.8410571448	0.6458496407
9718	-0.8410569375	0.6458512991
9719	-0.8410559701	0.6458507463
9720	-0.8410560392	0.6458496407
9721	-0.8410559701	0.6458468767
9722	-0.8410555556	0.6458524046
9723	-0.8410555556	0.6458546158
9724	-0.8410550028	0.6458546158
9725	-0.8410548646	0.6458551686
9726	-0.8410545191	0.645856827
9727	-0.841053759	0.6458623549
9728	-0.8410534135	0.6458606965
9729	-0.841053068	0.6458606965
9730	-0.8410527916	0.6458584854
9731	-0.8410522388	0.6458584854
9732	-0.8410519624	0.6458562742
9733	-0.8410522388	0.6458562742
9734	-0.8410512714	0.6458573798
9735	-0.8410514096	0.6458557214
9736	-0.8410514096	0.6458562742
9737	-0.8410509259	0.6458573798
9738	-0.8410508568	0.6458573798
9739	-0.8410504422	0.6458573798
9740	-0.8410500967	0.6458579326
9741	-0.8410498894	0.6458595909
9742	-0.8410500967	0.6458590381
9743	-0.8410497512	0.6458573798
9744	-0.8410491985	0.6458551686
9745	-0.8410486457	0.6458546158
9746	-0.8410487839	0.6458562742
9747	-0.8410479547	0.6458562742
9748	-0.841048162	0.6458557214
9749	-0.8410479547	0.645856827
9750	-0.8410475401	0.6458590381
9751	-0.841047471	0.6458584854
9752	-0.8410473328	0.6458601437
9753	-0.8410468491	0.6458601437
9754	-0.8410469873	0.6458612493
9755	-0.8410460199	0.6458606965
9756	-0.8410461581	0.6458606965
9757	-0.8410462272	0.6458601437
9758	-0.8410459508	0.6458595909
9759	-0.8410455362	0.6458623549
9760	-0.8410455362	0.6458629077
9761	-0.8410449834	0.6458634605
9762	-0.8410444997	0.6458623549
9763	-0.8410438778	0.6458623549
9764	-0.8410436705	0.6458606965
9765	-0.8410432559	0.6458584854
9766	-0.8410429795	0.6458606965
9767	-0.8410431177	0.6458590381
9768	-0.8410427032	0.6458584854
9769	-0.8410422886	0.6458573798
9770	-0.8410417358	0.645856827
9771	-0.8410410448	0.645854063
9772	-0.8410407684	0.6458557214
9773	-0.8410407684	0.6458562742
9774	-0.8410406302	0.6458590381
9775	-0.8410399392	0.6458584854
9776	-0.841039801	0.6458573798
9777	-0.8410400774	0.6458573798
9778	-0.8410396628	0.6458573798
9779	-0.8410393864	0.6458579326
9780	-0.8410388336	0.6458584854
9781	-0.8410381426	0.6458579326
9782	-0.8410381426	0.6458618021
9783	-0.841037728	0.6458595909
9784	-0.8410371752	0.6458601437
9785	-0.8410373134	0.6458634605
9786	-0.8410368988	0.6458623549
9787	-0.841036346	0.6458573798
9788	-0.8410364842	0.6458595909
9789	-0.8410360006	0.6458612493
9790	-0.8410359315	0.6458618021
9791	-0.8410356551	0.6458606965
9792	-0.8410356551	0.6458634605
9793	-0.8410352405	0.6458651189
9794	-0.8410346877	0.6458645661
9795	-0.8410341349	0.6458662244
9796	-0.8410341349	0.6458640133
9797	-0.8410341349	0.6458667772
9798	-0.8410334439	0.6458684356
9799	-0.8410338585	0.6458662244
9800	-0.8410334439	0.64586733
9801	-0.841032822	0.6458656716
9802	-0.8410328911	0.6458662244
9803	-0.8410323383	0.6458662244
9804	-0.8410320619	0.6458695412
9805	-0.8410317855	0.6458689884
9806	-0.8410315091	0.6458667772
9807	-0.8410310945	0.6458689884
9808	-0.8410311636	0.6458678828
9809	-0.8410306799	0.6458689884
9810	-0.8410301271	0.6458723051
9811	-0.8410301271	0.6458723051
9812	-0.8410295744	0.6458745163
9813	-0.841029298	0.6458756219
9814	-0.8410290216	0.6458778331
9815	-0.8410289525	0.645880597
9816	-0.8410287452	0.6458828082
9817	-0.8410284688	0.6458794914
9818	-0.8410280542	0.6458794914
9819	-0.8410275705	0.6458756219
9820	-0.8410272941	0.6458761747
9821	-0.841027225	0.6458767275
9822	-0.8410263958	0.6458778331
9823	-0.841026534	0.6458789386
9824	-0.8410255666	0.6458739635
9825	-0.8410252902	0.6458750691
9826	-0.8410246683	0.6458728579
9827	-0.8410245992	0.6458711996
9828	-0.8410243919	0.6458689884
9829	-0.8410240464	0.6458711996
9830	-0.84102377	0.6458723051
9831	-0.8410233554	0.6458717523
9832	-0.8410229409	0.64586733
9833	-0.8410226645	0.6458656716
9834	-0.8410225263	0.6458684356
9835	-0.8410221117	0.6458678828
9836	-0.8410212825	0.6458695412
9837	-0.8410212134	0.6458695412
9838	-0.8410212825	0.645870094
9839	-0.8410208679	0.6458728579
9840	-0.8410203842	0.64586733
9841	-0.841020246	0.6458662244
9842	-0.8410199696	0.6458717523
9843	-0.8410199005	0.6458734107
9844	-0.8410192786	0.6458761747
9845	-0.8410187949	0.6458756219
9846	-0.8410185876	0.6458767275
9847	-0.8410183803	0.6458772803
9848	-0.8410178966	0.645880597
9849	-0.8410175511	0.6458772803
9850	-0.8410172747	0.6458772803
9851	-0.8410172056	0.6458767275
9852	-0.8410165837	0.6458761747
9853	-0.8410163074	0.6458745163
9854	-0.8410161001	0.6458767275
9855	-0.8410152709	0.6458739635
9856	-0.84101534	0.6458756219
9857	-0.8410149945	0.6458761747
9858	-0.8410147872	0.6458750691
9859	-0.8410142344	0.6458717523
9860	-0.8410138198	0.6458717523
9861	-0.8410137507	0.645870094
9862	-0.8410136816	0.645870094
9863	-0.8410134743	0.6458689884
9864	-0.8410128524	0.64586733
9865	-0.8410127142	0.64586733
9866	-0.8410120232	0.6458662244
9867	-0.841011885	0.6458656716
9868	-0.8410114704	0.6458662244
9869	-0.8410114013	0.6458678828
9870	-0.8410109176	0.6458667772
9871	-0.8410102266	0.6458667772
9872	-0.8410102957	0.64586733
9873	-0.8410100884	0.6458678828
9874	-0.8410098121	0.6458706468
9875	-0.8410088447	0.6458667772
9876	-0.8410088447	0.6458689884
9877	-0.8410084992	0.6458711996
9878	-0.8410081537	0.6458739635
9879	-0.8410075318	0.6458723051
9880	-0.8410071863	0.6458750691
9881	-0.8410070481	0.6458728579
9882	-0.8410062189	0.6458706468
9883	-0.8410059425	0.6458723051
9884	-0.8410060807	0.6458739635
9885	-0.8410053897	0.6458734107
9886	-0.8410053206	0.6458723051
9887	-0.8410044223	0.6458745163
9888	-0.8410046987	0.6458706468
9889	-0.8410042841	0.6458723051
9890	-0.8410039386	0.6458756219
9891	-0.8410037313	0.6458745163
9892	-0.8410034549	0.6458723051
9893	-0.8410033167	0.6458761747
9894	-0.8410033167	0.6458772803
9895	-0.841002764	0.6458778331
9896	-0.8410022112	0.6458778331
9897	-0.8410016584	0.645880597
9898	-0.8410020039	0.6458789386
9899	-0.8410019348	0.6458783858
9900	-0.8410015202	0.6458794914
9901	-0.8410009674	0.645880597
9902	-0.8410005528	0.6458789386
9903	-0.8410000691	0.645880597
9904	-0.8409997927	0.6458800442
9905	-0.8409996545	0.6458772803
9906	-0.840999309	0.6458772803
9907	-0.8409989635	0.6458750691
9908	-0.840998618	0.6458739635
9909	-0.840998618	0.6458750691
9910	-0.8409980652	0.6458767275
9911	-0.8409975124	0.6458783858
9912	-0.840997236	0.6458783858
9913	-0.8409973051	0.6458778331
9914	-0.8409970978	0.6458794914
9915	-0.8409970287	0.6458828082
9916	-0.8409965451	0.6458822554
9917	-0.8409964069	0.6458844666
9918	-0.8409959923	0.6458844666
9919	-0.8409954395	0.6458866777
9920	-0.8409948176	0.6458855721
9921	-0.8409946103	0.6458850193
9922	-0.8409944721	0.6458839138
9923	-0.8409937811	0.6458850193
9924	-0.8409936429	0.6458861249
9925	-0.8409935047	0.6458855721
9926	-0.8409933665	0.6458855721
9927	-0.8409926755	0.6458883361
9928	-0.8409922609	0.6458866777
9929	-0.8409919154	0.6458866777
9930	-0.840991639	0.6458872305
9931	-0.8409906716	0.6458888889
9932	-0.840990257	0.6458894417
9933	-0.8409895661	0.6458905473
9934	-0.8409897734	0.6458899945
9935	-0.840989497	0.6458905473
9936	-0.8409892206	0.6458905473
9937	-0.8409887369	0.6458916528
9938	-0.8409886678	0.6458916528
9939	-0.8409883223	0.6458944168
9940	-0.8409879768	0.6458927584
9941	-0.8409874931	0.6458916528
9942	-0.8409873549	0.6458916528
