iter	MultiClass	Accuracy
3990	-0.8434942648	0.6451039248
3991	-0.8434930901	0.6451055832
3992	-0.8434915699	0.645106136
3993	-0.8434910171	0.6451077944
3994	-0.8434899116	0.6451028192
3995	-0.8434888751	0.6451022664
3996	-0.8434884605	0.6451011609
3997	-0.8434875622	0.6451011609
3998	-0.843487424	0.6450989497
3999	-0.8434865948	0.6451039248
4000	-0.8434856274	0.6451072416
4001	-0.8434844527	0.6451094527
4002	-0.843483969	0.6451116639
4003	-0.8434835544	0.6451144279
4004	-0.8434830017	0.6451144279
4005	-0.8434817579	0.6451105583
4006	-0.843481136	0.6451055832
4007	-0.8434798231	0.6451105583
4008	-0.8434789939	0.6451100055
4009	-0.8434780265	0.6451122167
4010	-0.8434778883	0.6451083472
4011	-0.843476921	0.6451116639
4012	-0.8434763682	0.6451083472
4013	-0.8434754008	0.6451116639
4014	-0.8434746407	0.6451133223
4015	-0.8434743643	0.6451155334
4016	-0.843473466	0.6451171918
4017	-0.8434733969	0.6451188502
4018	-0.8434724986	0.6451177446
4019	-0.8434717385	0.6451238253
4020	-0.8434705638	0.6451205086
4021	-0.8434695965	0.6451216142
4022	-0.8434683527	0.6451199558
4023	-0.8434673853	0.645116639
4024	-0.8434671089	0.6451133223
4025	-0.8434664179	0.6451188502
4026	-0.8434655887	0.6451149807
4027	-0.843465105	0.6451199558
4028	-0.8434646213	0.6451155334
4029	-0.8434642067	0.6451188502
4030	-0.8434632394	0.6451205086
4031	-0.8434626866	0.6451216142
4032	-0.8434621338	0.6451243781
4033	-0.8434613046	0.6451210614
4034	-0.84346089	0.645119403
4035	-0.8434605445	0.6451199558
4036	-0.8434600608	0.6451227197
4037	-0.8434595771	0.6451254837
4038	-0.8434593698	0.6451348811
4039	-0.8434584715	0.6451332228
4040	-0.8434579187	0.6451365395
4041	-0.8434573659	0.6451321172
4042	-0.843456675	0.645129906
4043	-0.8434559149	0.6451310116
4044	-0.8434549475	0.6451276949
4045	-0.843453911	0.6451315644
4046	-0.8434535655	0.6451332228
4047	-0.8434531509	0.6451310116
4048	-0.8434527363	0.6451304588
4049	-0.8434515616	0.6451348811
4050	-0.8434512161	0.6451332228
4051	-0.8434499724	0.64513267
4052	-0.8434494196	0.6451276949
4053	-0.8434492814	0.6451304588
4054	-0.8434480376	0.6451304588
4055	-0.8434479685	0.6451310116
4056	-0.8434474848	0.6451276949
4057	-0.8434468629	0.6451310116
4058	-0.843446241	0.6451282477
4059	-0.8434454809	0.6451293532
4060	-0.8434445826	0.6451260365
4061	-0.8434442371	0.6451276949
4062	-0.8434432698	0.6451343284
4063	-0.8434425097	0.645129906
4064	-0.8434412659	0.6451310116
4065	-0.8434407131	0.6451304588
4066	-0.8434401603	0.6451271421
4067	-0.8434397457	0.6451282477
4068	-0.8434391238	0.645129906
4069	-0.8434381564	0.6451293532
4070	-0.8434369818	0.6451265893
4071	-0.8434361526	0.6451271421
4072	-0.8434351852	0.6451243781
4073	-0.8434344942	0.6451232725
4074	-0.8434335268	0.6451276949
4075	-0.843432974	0.6451293532
4076	-0.8434321448	0.6451288004
4077	-0.8434318684	0.6451293532
4078	-0.8434314538	0.6451310116
4079	-0.8434313156	0.64513267
4080	-0.8434302792	0.6451387507
4081	-0.8434295191	0.6451365395
4082	-0.8434283444	0.6451393035
4083	-0.8434277225	0.6451381979
4084	-0.843426686	0.6451348811
4085	-0.8434255113	0.6451337756
4086	-0.8434250967	0.6451310116
4087	-0.8434242676	0.64513267
4088	-0.8434244057	0.64513267
4089	-0.8434237148	0.6451304588
4090	-0.8434233002	0.6451315644
4091	-0.843422471	0.6451288004
4092	-0.8434216418	0.6451304588
4093	-0.8434207435	0.6451304588
4094	-0.843420398	0.6451348811
4095	-0.843419707	0.64513267
4096	-0.8434190851	0.6451359867
4097	-0.8434181868	0.6451376451
4098	-0.843418325	0.6451387507
4099	-0.8434177032	0.6451415146
4100	-0.8434172195	0.6451376451
4101	-0.8434168049	0.6451370923
4102	-0.8434156993	0.6451365395
4103	-0.8434152847	0.6451348811
4104	-0.8434144555	0.6451337756
4105	-0.8434137645	0.645129906
4106	-0.8434130735	0.6451304588
4107	-0.8434123825	0.6451260365
4108	-0.8434114151	0.6451243781
4109	-0.8434110006	0.6451238253
4110	-0.8434100332	0.6451260365
4111	-0.8434094804	0.6451265893
4112	-0.8434083057	0.6451249309
4113	-0.843407822	0.6451282477
4114	-0.8434067164	0.6451254837
4115	-0.8434062327	0.6451304588
4116	-0.8434058872	0.6451293532
4117	-0.8434045053	0.6451332228
4118	-0.8434035379	0.6451260365
4119	-0.8434032615	0.6451260365
4120	-0.8434025014	0.6451265893
4121	-0.8434020177	0.6451254837
4122	-0.8434011885	0.6451288004
4123	-0.8434007739	0.6451265893
4124	-0.843400152	0.6451276949
4125	-0.8433992537	0.6451254837
4126	-0.8433988391	0.6451293532
4127	-0.8433977336	0.6451288004
4128	-0.8433969044	0.6451254837
4129	-0.8433960752	0.6451271421
4130	-0.8433951078	0.6451243781
4131	-0.8433946241	0.6451243781
4132	-0.8433941404	0.6451249309
4133	-0.8433933112	0.6451210614
4134	-0.8433931039	0.6451216142
4135	-0.8433924129	0.6451210614
4136	-0.8433916528	0.6451221669
4137	-0.8433908237	0.6451227197
4138	-0.84339034	0.6451216142
4139	-0.8433897181	0.6451232725
4140	-0.8433881979	0.6451282477
4141	-0.8433875069	0.6451276949
4142	-0.8433872305	0.6451276949
4143	-0.8433864013	0.6451282477
4144	-0.8433855721	0.6451265893
4145	-0.8433845357	0.6451271421
4146	-0.8433841902	0.6451282477
4147	-0.8433830846	0.6451276949
4148	-0.84338267	0.6451310116
4149	-0.8433818408	0.6451310116
4150	-0.8433813571	0.6451282477
4151	-0.8433807352	0.645129906
4152	-0.8433804588	0.6451293532
4153	-0.843379906	0.6451332228
4154	-0.8433788004	0.6451288004
4155	-0.8433784549	0.645129906
4156	-0.8433776258	0.645129906
4157	-0.8433772803	0.6451304588
4158	-0.843377073	0.6451304588
4159	-0.8433761747	0.6451271421
4160	-0.8433762438	0.6451271421
4161	-0.8433752073	0.6451304588
4162	-0.8433744472	0.6451343284
4163	-0.8433741017	0.64513267
4164	-0.8433737562	0.6451337756
4165	-0.8433723051	0.6451343284
4166	-0.8433721669	0.6451365395
4167	-0.8433716142	0.6451359867
4168	-0.8433710614	0.6451348811
4169	-0.8433705086	0.64513267
4170	-0.8433695412	0.6451348811
4171	-0.8433691957	0.6451348811
4172	-0.8433686429	0.6451393035
4173	-0.8433685738	0.6451381979
4174	-0.84336733	0.6451370923
4175	-0.8433671918	0.6451398563
4176	-0.8433667081	0.6451398563
4177	-0.843365948	0.6451398563
4178	-0.843365257	0.6451393035
4179	-0.8433638751	0.6451393035
4180	-0.843363806	0.6451426202
4181	-0.8433630459	0.6451426202
4182	-0.8433619403	0.6451415146
4183	-0.8433611802	0.6451398563
4184	-0.8433606965	0.6451415146
4185	-0.8433602819	0.6451409619
4186	-0.8433592454	0.6451387507
4187	-0.8433588308	0.6451404091
4188	-0.8433580708	0.6451442786
4189	-0.8433573798	0.645145937
4190	-0.843356827	0.6451442786
4191	-0.843356136	0.6451426202
4192	-0.8433548922	0.6451398563
4193	-0.8433538557	0.6451409619
4194	-0.8433535102	0.6451393035
4195	-0.843353372	0.6451381979
4196	-0.843352681	0.6451398563
4197	-0.8433518519	0.6451343284
4198	-0.8433511609	0.6451332228
4199	-0.8433501935	0.6451337756
4200	-0.8433490879	0.64513267
4201	-0.8433486733	0.6451343284
4202	-0.8433480514	0.6451365395
4203	-0.8433472913	0.6451387507
4204	-0.8433471531	0.6451426202
4205	-0.8433464621	0.6451420674
4206	-0.8433454947	0.6451415146
4207	-0.8433452875	0.6451426202
4208	-0.8433443892	0.6451415146
4209	-0.84334356	0.6451409619
4210	-0.8433427308	0.645143173
4211	-0.8433416943	0.6451475954
4212	-0.8433407269	0.6451503593
4213	-0.8433402432	0.6451509121
4214	-0.8433392758	0.6451509121
4215	-0.8433388612	0.6451531233
4216	-0.8433381012	0.6451514649
4217	-0.8433372029	0.6451487009
4218	-0.8433364428	0.6451498065
4219	-0.8433360282	0.6451464898
4220	-0.8433354754	0.645145937
4221	-0.8433341625	0.6451503593
4222	-0.8433338861	0.6451514649
4223	-0.8433329187	0.6451536761
4224	-0.8433323659	0.6451580984
4225	-0.8433322278	0.6451553344
4226	-0.8433311913	0.6451547816
4227	-0.843330984	0.6451536761
4228	-0.8433301548	0.6451580984
4229	-0.8433293256	0.6451619679
4230	-0.8433280818	0.6451614151
4231	-0.8433283582	0.6451597568
4232	-0.8433279436	0.6451630735
4233	-0.8433269762	0.6451586512
4234	-0.8433264234	0.6451553344
4235	-0.8433260088	0.6451569928
4236	-0.8433254561	0.6451575456
4237	-0.8433251797	0.6451625207
4238	-0.8433240741	0.6451625207
4239	-0.8433241432	0.6451558872
4240	-0.8433233831	0.6451542289
4241	-0.8433222775	0.6451569928
4242	-0.8433214483	0.6451547816
4243	-0.8433204809	0.6451514649
4244	-0.8433201354	0.6451542289
4245	-0.8433195135	0.6451547816
4246	-0.8433189608	0.6451580984
4247	-0.843318408	0.6451597568
4248	-0.843317717	0.6451614151
4249	-0.843317026	0.6451597568
4250	-0.8433164732	0.6451614151
4251	-0.8433161968	0.6451614151
4252	-0.8433155058	0.6451603096
4253	-0.8433144002	0.6451608624
4254	-0.8433144002	0.6451614151
4255	-0.8433138474	0.6451619679
4256	-0.8433126036	0.6451608624
4257	-0.8433124655	0.6451603096
4258	-0.8433120509	0.6451536761
4259	-0.8433117054	0.6451558872
4260	-0.8433108071	0.6451586512
4261	-0.8433099088	0.6451569928
4262	-0.8433099779	0.645159204
4263	-0.8433090105	0.6451608624
4264	-0.8433084577	0.6451608624
4265	-0.8433080431	0.6451586512
4266	-0.8433079049	0.6451597568
4267	-0.8433067302	0.6451603096
4268	-0.8433062465	0.6451586512
4269	-0.8433055556	0.6451619679
4270	-0.8433048646	0.6451647319
4271	-0.8433036208	0.6451619679
4272	-0.8433029298	0.6451625207
4273	-0.8433026534	0.6451619679
4274	-0.8433025152	0.6451680486
4275	-0.8433015478	0.6451586512
4276	-0.8433012714	0.6451580984
4277	-0.8433012714	0.6451614151
4278	-0.8433011332	0.6451597568
4279	-0.8433000276	0.6451619679
4280	-0.8432989221	0.6451630735
4281	-0.8432979547	0.6451663903
4282	-0.8432967109	0.6451686014
4283	-0.8432962963	0.6451663903
4284	-0.8432952598	0.6451663903
4285	-0.843294016	0.6451652847
4286	-0.8432938778	0.6451625207
4287	-0.8432929795	0.6451669431
4288	-0.8432929795	0.6451647319
4289	-0.8432919431	0.6451647319
4290	-0.8432912521	0.6451647319
4291	-0.8432909757	0.6451603096
4292	-0.8432906302	0.6451614151
4293	-0.8432899392	0.645159204
4294	-0.8432899392	0.6451597568
4295	-0.8432896628	0.6451608624
4296	-0.8432895246	0.6451603096
4297	-0.8432884881	0.6451641791
4298	-0.8432874516	0.6451641791
4299	-0.8432868988	0.6451636263
4300	-0.8432864842	0.6451658375
4301	-0.8432855169	0.645169707
4302	-0.8432842731	0.645169707
4303	-0.8432842731	0.6451702598
4304	-0.8432837203	0.6451719182
4305	-0.8432829602	0.6451713654
4306	-0.8432819237	0.6451741294
4307	-0.8432809563	0.6451746821
4308	-0.8432802653	0.6451757877
4309	-0.8432797125	0.6451746821
4310	-0.8432795744	0.6451746821
4311	-0.8432791598	0.6451730238
4312	-0.8432780542	0.6451735766
4313	-0.8432775014	0.6451730238
4314	-0.8432769486	0.6451719182
4315	-0.8432762576	0.6451702598
4316	-0.8432754284	0.6451713654
4317	-0.8432745301	0.6451719182
4318	-0.84327377	0.6451730238
4319	-0.843273079	0.6451752349
4320	-0.843272319	0.6451746821
4321	-0.8432722499	0.6451730238
4322	-0.8432712825	0.6451752349
4323	-0.8432704533	0.6451752349
4324	-0.8432698314	0.6451757877
4325	-0.843269555	0.6451735766
4326	-0.8432685876	0.6451763405
4327	-0.843267482	0.6451796573
4328	-0.8432669983	0.6451796573
4329	-0.8432662383	0.6451813156
4330	-0.8432658928	0.6451802101
4331	-0.84326534	0.6451818684
4332	-0.8432643726	0.6451835268
4333	-0.8432635434	0.645182974
4334	-0.8432629906	0.6451835268
4335	-0.8432623687	0.6451846324
4336	-0.843261885	0.6451840796
4337	-0.8432607794	0.645185738
4338	-0.8432594666	0.6451824212
4339	-0.8432588447	0.6451818684
4340	-0.8432578773	0.6451813156
4341	-0.8432574627	0.6451807629
4342	-0.8432566335	0.645182974
4343	-0.8432563571	0.6451868436
4344	-0.8432560807	0.6451862908
4345	-0.8432547678	0.645185738
4346	-0.8432546987	0.6451862908
4347	-0.8432537313	0.6451873964
4348	-0.8432533858	0.6451890547
4349	-0.8432530404	0.6451890547
4350	-0.8432522112	0.6451885019
4351	-0.8432517966	0.6451862908
4352	-0.8432511056	0.6451873964
4353	-0.8432511056	0.6451885019
4354	-0.8432505528	0.6451873964
4355	-0.8432497927	0.6451885019
4356	-0.8432491708	0.6451885019
4357	-0.8432488944	0.6451873964
4358	-0.8432482725	0.6451846324
4359	-0.8432475815	0.6451873964
4360	-0.8432470978	0.6451890547
4361	-0.8432464069	0.6451901603
4362	-0.8432462687	0.6451890547
4363	-0.843245094	0.6451907131
4364	-0.8432448867	0.6451890547
4365	-0.8432440575	0.6451862908
4366	-0.8432439193	0.6451868436
4367	-0.8432433665	0.6451901603
4368	-0.8432429519	0.6451890547
4369	-0.8432415699	0.6451929243
4370	-0.8432408098	0.6451918187
4371	-0.8432401189	0.6451945826
4372	-0.8432400498	0.6451945826
4373	-0.8432397734	0.6451973466
4374	-0.843238806	0.6451995578
4375	-0.8432392206	0.6452006633
4376	-0.8432382532	0.6452012161
4377	-0.8432379077	0.6451978994
4378	-0.8432369403	0.6451967938
4379	-0.843236042	0.6451967938
4380	-0.843235351	0.6451973466
4381	-0.8432349364	0.6451973466
4382	-0.8432341072	0.6452001106
4383	-0.8432330017	0.6452028745
4384	-0.8432321725	0.6452006633
4385	-0.8432319652	0.6452017689
4386	-0.8432312742	0.6451995578
4387	-0.8432309287	0.6452023217
4388	-0.8432303759	0.645199005
4389	-0.8432296158	0.6452023217
4390	-0.8432295467	0.6451984522
4391	-0.8432284411	0.6452034273
4392	-0.8432278192	0.6452039801
4393	-0.8432273355	0.6452061913
4394	-0.843226921	0.6452056385
4395	-0.84322623	0.6452050857
4396	-0.843225539	0.6452061913
4397	-0.8432251244	0.6452089552
4398	-0.8432244334	0.6452089552
4399	-0.8432238806	0.6452106136
4400	-0.8432231896	0.645209508
4401	-0.8432222913	0.6452133776
4402	-0.843222084	0.6452111664
4403	-0.8432210475	0.6452106136
4404	-0.8432201493	0.6452084024
4405	-0.8432193892	0.6452100608
4406	-0.8432186291	0.6452100608
4407	-0.8432175235	0.645209508
4408	-0.8432172471	0.6452100608
4409	-0.8432171089	0.6452139303
4410	-0.8432164179	0.6452106136
4411	-0.8432158651	0.6452106136
4412	-0.8432154505	0.6452117192
4413	-0.8432143449	0.6452139303
4414	-0.8432139303	0.6452133776
4415	-0.8432131012	0.6452166943
4416	-0.8432127557	0.6452183527
4417	-0.8432116501	0.6452155887
4418	-0.8432114428	0.6452183527
4419	-0.8432108209	0.6452155887
4420	-0.8432100608	0.6452150359
4421	-0.8432095771	0.6452144831
4422	-0.8432085406	0.6452128248
4423	-0.8432084024	0.6452111664
4424	-0.8432077114	0.6452067441
4425	-0.8432070205	0.6452078496
4426	-0.8432061913	0.6452084024
4427	-0.8432060531	0.6452089552
4428	-0.8432050857	0.6452111664
4429	-0.8432047402	0.645209508
4430	-0.843204602	0.645212272
4431	-0.8432038419	0.6452128248
4432	-0.8432033582	0.6452144831
4433	-0.8432024599	0.6452139303
4434	-0.8432024599	0.6452139303
4435	-0.8432010779	0.6452172471
4436	-0.8432005252	0.6452200111
4437	-0.8431995578	0.6452189055
4438	-0.8431990741	0.6452177999
4439	-0.8431980376	0.6452189055
4440	-0.843197623	0.6452189055
4441	-0.8431966556	0.6452205638
4442	-0.8431965174	0.6452216694
4443	-0.8431965174	0.645222775
4444	-0.8431949972	0.645222775
4445	-0.8431945826	0.6452200111
4446	-0.8431940299	0.6452200111
4447	-0.8431936153	0.6452211166
4448	-0.8431926479	0.6452205638
4449	-0.8431923715	0.6452216694
4450	-0.8431914732	0.645222775
4451	-0.8431907131	0.6452222222
4452	-0.8431907131	0.6452233278
4453	-0.8431896766	0.6452205638
4454	-0.8431891929	0.6452211166
4455	-0.8431880873	0.6452249862
4456	-0.8431876727	0.6452260918
4457	-0.8431862908	0.645222775
4458	-0.843185738	0.645225539
4459	-0.8431847015	0.6452288557
4460	-0.8431838723	0.6452294085
4461	-0.8431838032	0.6452321725
4462	-0.8431827667	0.6452343836
4463	-0.8431815229	0.6452343836
4464	-0.8431804865	0.6452365948
4465	-0.8431800719	0.645238806
4466	-0.8431792427	0.6452365948
4467	-0.8431788281	0.6452377004
4468	-0.8431784135	0.6452371476
4469	-0.8431777916	0.6452377004
4470	-0.8431771006	0.6452393588
4471	-0.8431759259	0.6452410171
4472	-0.8431757877	0.6452399116
4473	-0.8431749585	0.6452415699
4474	-0.8431741294	0.6452426755
4475	-0.843173853	0.6452426755
4476	-0.8431726092	0.6452404643
4477	-0.8431717109	0.645238806
4478	-0.843171089	0.6452404643
4479	-0.8431707435	0.6452371476
4480	-0.8431702598	0.6452382532
4481	-0.8431694306	0.6452393588
4482	-0.8431692924	0.6452377004
4483	-0.8431686014	0.6452393588
4484	-0.8431680486	0.6452410171
4485	-0.8431668049	0.6452415699
4486	-0.8431657684	0.645238806
4487	-0.8431651465	0.6452404643
4488	-0.8431643864	0.6452399116
4489	-0.8431640409	0.6452399116
4490	-0.8431632117	0.6452415699
4491	-0.8431626589	0.6452459923
4492	-0.8431621752	0.6452454395
4493	-0.8431611388	0.6452371476
4494	-0.8431604478	0.6452404643
4495	-0.8431596186	0.6452365948
4496	-0.843159204	0.645236042
4497	-0.8431584439	0.6452365948
4498	-0.8431580984	0.6452377004
4499	-0.843157131	0.6452377004
4500	-0.8431567164	0.6452432283
4501	-0.8431563018	0.645238806
4502	-0.8431556799	0.645238806
4503	-0.8431549889	0.6452371476
4504	-0.8431539525	0.6452415699
4505	-0.8431538143	0.6452404643
4506	-0.8431533997	0.6452393588
4507	-0.8431525705	0.6452421227
4508	-0.8431517413	0.6452437811
4509	-0.8431510503	0.6452465451
4510	-0.8431500138	0.6452482034
4511	-0.8431493919	0.6452459923
4512	-0.8431488391	0.6452432283
4513	-0.8431485627	0.6452421227
4514	-0.8431478027	0.6452404643
4515	-0.8431471117	0.6452437811
4516	-0.843146628	0.6452421227
4517	-0.8431457988	0.6452448867
4518	-0.8431455224	0.6452459923
4519	-0.8431448314	0.6452487562
4520	-0.8431442786	0.6452487562
4521	-0.8431434494	0.6452470978
4522	-0.843143173	0.6452454395
4523	-0.8431426893	0.6452482034
4524	-0.8431419292	0.6452509674
4525	-0.8431416528	0.645252073
4526	-0.8431412383	0.6452537313
4527	-0.8431411001	0.6452515202
4528	-0.8431401327	0.645252073
4529	-0.8431393726	0.6452515202
4530	-0.8431381979	0.645252073
4531	-0.8431373687	0.6452542841
4532	-0.8431370923	0.6452570481
4533	-0.8431362631	0.6452570481
4534	-0.8431354339	0.6452509674
4535	-0.8431349502	0.645252073
4536	-0.8431343284	0.6452515202
4537	-0.8431330846	0.6452553897
4538	-0.8431329464	0.6452553897
4539	-0.8431326009	0.6452537313
4540	-0.8431314262	0.6452542841
4541	-0.8431312189	0.6452537313
4542	-0.8431307352	0.6452526258
4543	-0.843130597	0.6452531786
4544	-0.8431298369	0.6452537313
4545	-0.8431288695	0.6452564953
4546	-0.843128524	0.6452570481
4547	-0.8431278331	0.6452553897
4548	-0.8431275567	0.6452581537
4549	-0.8431267966	0.6452570481
4550	-0.8431260365	0.6452592593
4551	-0.8431258983	0.6452598121
4552	-0.843125691	0.6452631288
4553	-0.8431249309	0.6452620232
4554	-0.8431243781	0.6452614704
4555	-0.843123618	0.6452609176
4556	-0.8431229961	0.6452587065
4557	-0.8431223051	0.6452614704
4558	-0.8431218905	0.6452631288
4559	-0.843121476	0.6452658928
4560	-0.8431211996	0.6452681039
4561	-0.8431206468	0.6452697623
4562	-0.8431203704	0.6452647872
4563	-0.8431189884	0.6452642344
4564	-0.8431189884	0.6452642344
4565	-0.843118712	0.64526534
4566	-0.8431182974	0.6452647872
4567	-0.8431174682	0.6452636816
4568	-0.8431171918	0.6452603648
4569	-0.8431160862	0.6452570481
4570	-0.8431147043	0.6452570481
4571	-0.8431149807	0.6452564953
4572	-0.8431141515	0.6452598121
4573	-0.8431139442	0.6452592593
4574	-0.8431130459	0.6452592593
4575	-0.8431126313	0.6452598121
4576	-0.8431120785	0.6452609176
4577	-0.8431113875	0.6452581537
4578	-0.8431102819	0.6452581537
4579	-0.8431101437	0.6452636816
4580	-0.8431095909	0.6452609176
4581	-0.8431091072	0.6452598121
4582	-0.8431088999	0.6452581537
4583	-0.8431084163	0.6452581537
4584	-0.8431078635	0.6452570481
4585	-0.8431073798	0.6452581537
4586	-0.8431071034	0.6452570481
4587	-0.8431059978	0.6452620232
4588	-0.8431055832	0.6452603648
4589	-0.843105445	0.6452592593
4590	-0.8431048922	0.6452598121
4591	-0.8431039248	0.6452609176
4592	-0.8431036484	0.6452581537
4593	-0.8431028883	0.6452570481
4594	-0.84310199	0.6452592593
4595	-0.8431014373	0.6452587065
4596	-0.8431007463	0.6452587065
4597	-0.8431001935	0.6452609176
4598	-0.8430995025	0.645262576
4599	-0.8430985351	0.6452642344
4600	-0.843098466	0.6452631288
4601	-0.8430974986	0.64526534
4602	-0.8430968767	0.6452631288
4603	-0.8430961857	0.6452631288
4604	-0.8430956329	0.6452603648
4605	-0.8430954256	0.6452647872
4606	-0.843094942	0.6452675511
4607	-0.8430941819	0.6452664456
4608	-0.8430939055	0.6452669983
4609	-0.8430933527	0.6452669983
4610	-0.8430927308	0.6452669983
4611	-0.8430919707	0.6452675511
4612	-0.8430911415	0.6452675511
4613	-0.843090796	0.6452664456
4614	-0.8430902432	0.6452675511
4615	-0.8430899668	0.6452658928
4616	-0.8430893449	0.6452681039
4617	-0.8430885849	0.6452675511
4618	-0.8430878939	0.6452681039
4619	-0.8430876175	0.6452681039
4620	-0.843087272	0.6452669983
4621	-0.8430866501	0.6452664456
4622	-0.8430866501	0.6452669983
4623	-0.8430855445	0.6452681039
4624	-0.8430849917	0.6452708679
4625	-0.8430847153	0.6452703151
4626	-0.8430848535	0.6452692095
4627	-0.8430841625	0.6452681039
4628	-0.8430833333	0.6452664456
4629	-0.8430826423	0.6452681039
4630	-0.8430820896	0.6452686567
4631	-0.843081675	0.6452669983
4632	-0.8430806385	0.6452647872
4633	-0.8430802239	0.6452664456
4634	-0.8430793947	0.6452631288
4635	-0.8430791183	0.6452714207
4636	-0.8430789801	0.6452703151
4637	-0.8430780818	0.6452647872
4638	-0.8430772526	0.6452708679
4639	-0.8430774599	0.6452692095
4640	-0.8430764234	0.6452681039
4641	-0.8430760779	0.64526534
4642	-0.8430749033	0.6452675511
4643	-0.8430740741	0.6452703151
4644	-0.8430730376	0.6452686567
4645	-0.8430726921	0.6452692095
4646	-0.8430722775	0.6452658928
4647	-0.8430721393	0.6452647872
4648	-0.8430711719	0.6452636816
4649	-0.8430703427	0.6452636816
4650	-0.8430702045	0.6452620232
4651	-0.8430692371	0.64526534
4652	-0.8430684771	0.6452647872
4653	-0.8430678552	0.64526534
4654	-0.8430671642	0.6452642344
4655	-0.8430666114	0.6452647872
4656	-0.843066335	0.6452658928
4657	-0.843065644	0.6452658928
4658	-0.8430652294	0.64526534
4659	-0.8430640547	0.64526534
4660	-0.8430637092	0.6452636816
4661	-0.843063571	0.6452664456
4662	-0.8430626036	0.64526534
4663	-0.8430616363	0.6452675511
4664	-0.8430610835	0.6452703151
4665	-0.8430609453	0.6452697623
4666	-0.8430606689	0.6452686567
4667	-0.8430597706	0.6452703151
4668	-0.8430592178	0.6452708679
4669	-0.8430585959	0.6452703151
4670	-0.8430583195	0.6452714207
4671	-0.8430576976	0.6452747374
4672	-0.8430569375	0.6452752902
4673	-0.8430567302	0.6452719735
4674	-0.8430557629	0.6452736318
4675	-0.8430550719	0.6452747374
4676	-0.8430541736	0.6452763958
4677	-0.8430539663	0.6452802653
4678	-0.8430531371	0.6452797125
4679	-0.8430525843	0.645278607
4680	-0.843051686	0.6452802653
4681	-0.8430506495	0.6452791598
4682	-0.8430501658	0.6452775014
4683	-0.8430494748	0.6452775014
4684	-0.8430489221	0.6452769486
4685	-0.8430484384	0.6452769486
4686	-0.8430479547	0.6452763958
4687	-0.8430478165	0.6452780542
4688	-0.8430469873	0.6452824765
4689	-0.8430462963	0.6452791598
4690	-0.8430457435	0.6452791598
4691	-0.8430452598	0.6452830293
4692	-0.8430443615	0.6452813709
4693	-0.8430440851	0.6452780542
4694	-0.8430427722	0.6452752902
4695	-0.8430422886	0.6452708679
4696	-0.8430414594	0.6452752902
4697	-0.8430413212	0.6452736318
4698	-0.8430408375	0.6452780542
4699	-0.8430399392	0.6452791598
4700	-0.8430389718	0.6452780542
4701	-0.8430385572	0.645278607
4702	-0.8430374516	0.645275843
4703	-0.8430373134	0.6452752902
4704	-0.8430365533	0.6452775014
4705	-0.8430357933	0.6452736318
4706	-0.8430353787	0.6452741846
4707	-0.8430346877	0.6452697623
4708	-0.8430338585	0.6452714207
4709	-0.8430331675	0.6452725263
4710	-0.8430326838	0.6452725263
4711	-0.8430320619	0.6452703151
4712	-0.8430317855	0.6452719735
4713	-0.8430313709	0.6452736318
4714	-0.8430304726	0.645275843
4715	-0.8430291598	0.6452769486
4716	-0.8430284688	0.6452769486
4717	-0.8430280542	0.6452763958
4718	-0.8430277778	0.6452741846
4719	-0.8430269486	0.6452747374
4720	-0.8430262576	0.645275843
4721	-0.8430260503	0.645275843
4722	-0.8430255666	0.6452775014
4723	-0.8430249447	0.645278607
4724	-0.8430245992	0.6452802653
4725	-0.8430240464	0.6452797125
4726	-0.8430234936	0.645278607
4727	-0.8430225954	0.6452802653
4728	-0.8430224572	0.645286346
4729	-0.8430215589	0.6452852405
4730	-0.8430207297	0.6452802653
4731	-0.8430203151	0.6452802653
4732	-0.8430196932	0.6452819237
4733	-0.8430196932	0.6452824765
4734	-0.8430187949	0.6452835821
4735	-0.8430186567	0.645278607
4736	-0.8430187949	0.6452830293
4737	-0.8430179657	0.6452846877
4738	-0.8430172747	0.6452841349
4739	-0.8430161001	0.6452885572
4740	-0.8430157546	0.6452902156
4741	-0.8430150636	0.6452874516
4742	-0.843014649	0.6452885572
4743	-0.8430143726	0.6452874516
4744	-0.8430138198	0.645286346
4745	-0.8430134052	0.6452902156
4746	-0.8430124378	0.645291874
4747	-0.8430122305	0.6452907684
4748	-0.8430111249	0.64528911
4749	-0.8430107794	0.6452896628
4750	-0.8430099502	0.6452913212
4751	-0.8430095357	0.6452940851
4752	-0.8430092593	0.6452979547
4753	-0.8430084992	0.6452968491
4754	-0.8430077391	0.6452979547
4755	-0.8430070481	0.6452990603
4756	-0.8430063571	0.6452990603
4757	-0.8430058734	0.6452979547
4758	-0.8430052515	0.6453007186
4759	-0.8430046987	0.6453012714
4760	-0.8430042841	0.6453040354
4761	-0.8430034549	0.645302377
4762	-0.8430030404	0.645299613
4763	-0.8430019348	0.6453001658
4764	-0.843002073	0.6453001658
4765	-0.8430013129	0.6453001658
4766	-0.8430008983	0.6453034826
4767	-0.8429997927	0.6453012714
4768	-0.8430000691	0.6453001658
4769	-0.8429995854	0.645299613
4770	-0.8429992399	0.6453012714
4771	-0.8429977888	0.6453007186
4772	-0.8429980652	0.645302377
4773	-0.8429973051	0.6453040354
4774	-0.842996476	0.6453001658
